id,customer_name,customer_code,invoice_number,invoice_date,due_date,amount,received_amount,balance,category,payment_terms,status,currency,description,created_at
384,Expedia Partner Solutions,C-EXP610,AR-50384,2023-09-02,2023-10-02,255313.38,57638.46,197674.92,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-09-02 10:45:00
385,Expedia Partner Solutions,C-EXP610,AR-50385,2023-09-03,2023-10-03,801224.3,73633.36,727590.94,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-09-03 10:45:00
386,Shell Corporate Travel,C-SHE535,AR-50386,2023-09-03,2023-10-03,1909361.2,549834.35,1359526.85,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-09-03 10:45:00
387,Live Nation Entertainment,C-LIV838,AR-50387,2023-09-04,2023-10-04,2206739.51,1114489.78,1092249.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-09-04 10:45:00
388,Disney Corporate Events,C-DIS143,AR-50388,2023-09-05,2023-09-20,780606.97,297590.19,483016.78,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-09-05 10:45:00
389,Google Travel Services,C-GOO876,AR-50389,2023-09-05,2023-10-05,1739742.01,634192.49,1105549.52,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-09-05 10:45:00
390,Ryder Integrated Logistics,C-RYD108,AR-50390,2023-09-05,2023-10-05,565118.02,84750.96,480367.06,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-09-05 10:45:00
391,DHL Express,C-DHL723,AR-50391,2023-09-06,2023-10-06,1033485.06,1674.32,1031810.74,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2023-09-06 10:45:00
392,Expedia Partner Solutions,C-EXP610,AR-50392,2023-09-07,2023-10-07,679652.85,60395.66,619257.19,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-09-07 10:45:00
393,Sony Music Touring,C-SON493,AR-50393,2023-09-07,2023-10-07,1193560.33,564952.63,628607.7,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-09-07 10:45:00
394,NFL Events & Hospitality,C-NFL601,AR-50394,2023-09-08,2023-09-23,1327233.49,650452.87,676780.62,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-09-08 10:45:00
395,Siemens Mobility,C-SIE388,AR-50395,2023-09-08,2023-10-08,2872688.39,1224414.69,1648273.7,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-09-08 10:45:00
396,Boeing Corporate Shuttle,C-BOE487,AR-50396,2023-09-08,2023-09-23,1332179.67,329188.21,1002991.46,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-09-08 10:45:00
397,Siemens Mobility,C-SIE388,AR-50397,2023-09-09,2023-10-09,2461834.1,953812.23,1508021.87,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-09-09 10:45:00
398,DHL Express,C-DHL723,AR-50398,2023-09-09,2023-10-09,1730037.63,475793.34,1254244.29,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-09-09 10:45:00
399,CWT Group,C-CWT276,AR-50399,2023-09-10,2023-10-10,1277537.48,554099.36,723438.12,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-09-10 10:45:00
400,CWT Group,C-CWT276,AR-50400,2023-09-10,2023-10-10,2753033.72,24958.91,2728074.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-09-10 10:45:00
401,UPS Supply Chain Solutions,C-UPS130,AR-50401,2023-09-12,2023-10-12,843490.45,459853.84,383636.61,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-09-12 10:45:00
402,Expedia Partner Solutions,C-EXP610,AR-50402,2023-09-12,2023-10-12,246963.37,100042.55,146920.82,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-09-12 10:45:00
403,Boeing Corporate Shuttle,C-BOE487,AR-50403,2023-09-13,2023-09-28,1106726.53,317346.27,789380.26,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-09-13 10:45:00
404,DHL Express,C-DHL723,AR-50404,2023-09-13,2023-10-13,430495.68,32638.57,397857.11,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2023-09-13 10:45:00
405,Boeing Corporate Shuttle,C-BOE487,AR-50405,2023-09-13,2023-09-28,1252295.09,260097.14,992197.95,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-09-13 10:45:00
406,Disney Corporate Events,C-DIS143,AR-50406,2023-09-14,2023-09-29,1580153.16,844730.84,735422.32,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-09-14 10:45:00
407,NFL Events & Hospitality,C-NFL601,AR-50407,2023-09-15,2023-09-30,1601076.35,357446.39,1243629.96,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-09-15 10:45:00
408,Emirates SkyCargo Partner,C-EMI151,AR-50408,2023-09-16,2023-10-31,520209.9,44830.86,475379.04,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-09-16 10:45:00
409,Emirates SkyCargo Partner,C-EMI151,AR-50409,2023-09-16,2023-10-31,697424.07,171599.2,525824.87,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-09-16 10:45:00
410,Walmart Corporate Travel,C-WAL198,AR-50410,2023-09-16,2023-10-16,1101321.3,394951.76,706369.54,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2023-09-16 10:45:00
411,Emirates SkyCargo Partner,C-EMI151,AR-50411,2023-09-16,2023-10-31,261550.89,59121.13,202429.76,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-09-16 10:45:00
412,Amazon Air Logistics,C-AMA673,AR-50412,2023-09-18,2023-10-18,1169606.68,551887.4,617719.28,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-09-18 10:45:00
413,Sony Music Touring,C-SON493,AR-50413,2023-09-18,2023-10-18,809715.68,298155.0,511560.68,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-09-18 10:45:00
414,Maersk Air Cargo,C-MAE973,AR-50414,2023-09-18,2023-10-18,954245.64,474824.99,479420.65,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-09-18 10:45:00
415,Ryder Integrated Logistics,C-RYD108,AR-50415,2023-09-18,2023-10-18,1057295.6,446950.7,610344.9,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-09-18 10:45:00
416,UPS Supply Chain Solutions,C-UPS130,AR-50416,2023-09-19,2023-10-19,1378938.0,713321.39,665616.61,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-09-19 10:45:00
417,TUI Travel Partners,C-TUI255,AR-50417,2023-09-19,2023-11-03,717688.66,60653.01,657035.65,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-09-19 10:45:00
418,TUI Travel Partners,C-TUI255,AR-50418,2023-09-19,2023-11-03,576654.0,86188.77,490465.23,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-09-19 10:45:00
419,DHL Express,C-DHL723,AR-50419,2023-09-19,2023-10-19,1382154.35,595091.28,787063.07,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2023-09-19 10:45:00
420,Expedia Partner Solutions,C-EXP610,AR-50420,2023-09-22,2023-10-22,663739.1,110220.28,553518.82,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-09-22 10:45:00
421,United Nations Travel Office,C-UNI757,AR-50421,2023-09-22,2023-10-22,2540114.03,1188179.95,1351934.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-09-22 10:45:00
422,Amazon Air Logistics,C-AMA673,AR-50422,2023-09-23,2023-10-23,998019.21,393709.9,604309.31,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-09-23 10:45:00
423,BCD Travel,C-BCD303,AR-50423,2023-09-23,2023-10-23,1345851.4,258225.06,1087626.34,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-09-23 10:45:00
424,Shell Corporate Travel,C-SHE535,AR-50424,2023-09-23,2023-10-23,2778089.6,1124993.66,1653095.94,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-09-23 10:45:00
425,BCD Travel,C-BCD303,AR-50425,2023-09-23,2023-10-23,881788.45,221993.22,659795.23,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-09-23 10:45:00
426,DHL Express,C-DHL723,AR-50426,2023-09-25,2023-10-25,1443496.26,183387.67,1260108.59,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-09-25 10:45:00
427,NFL Events & Hospitality,C-NFL601,AR-50427,2023-09-26,2023-10-11,1863574.05,139181.12,1724392.93,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-09-26 10:45:00
428,Emirates SkyCargo Partner,C-EMI151,AR-50428,2023-09-27,2023-11-11,380841.59,177775.04,203066.55,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-09-27 10:45:00
429,Amazon Air Logistics,C-AMA673,AR-50429,2023-09-27,2023-10-27,878482.17,181737.22,696744.95,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-09-27 10:45:00
430,American Express Global Business Travel,C-AME924,AR-50430,2023-09-27,2023-10-27,1825471.75,338246.53,1487225.22,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-09-27 10:45:00
431,Boeing Corporate Shuttle,C-BOE487,AR-50431,2023-09-29,2023-10-14,990700.14,299748.59,690951.55,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-09-29 10:45:00
432,Walmart Corporate Travel,C-WAL198,AR-50432,2023-09-30,2023-10-30,2811848.06,1346871.85,1464976.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2023-09-30 10:45:00
433,Live Nation Entertainment,C-LIV838,AR-50433,2023-10-01,2023-10-16,549045.71,171953.56,377092.15,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-10-01 10:45:00
434,Boeing Corporate Shuttle,C-BOE487,AR-50434,2023-10-02,2023-11-01,1921799.38,344326.89,1577472.49,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-10-02 10:45:00
435,DB Schenker Logistics,C-DBS187,AR-50435,2023-10-02,2023-11-01,663541.39,218141.38,445400.01,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-10-02 10:45:00
436,Amazon Air Logistics,C-AMA673,AR-50436,2023-10-02,2023-11-01,818135.43,407256.11,410879.32,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-10-02 10:45:00
437,Emirates SkyCargo Partner,C-EMI151,AR-50437,2023-10-02,2023-11-16,255750.19,5778.96,249971.23,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-10-02 10:45:00
438,American Express Global Business Travel,C-AME924,AR-50438,2023-10-02,2023-11-01,688790.13,339483.08,349307.05,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-10-02 10:45:00
439,UPS Supply Chain Solutions,C-UPS130,AR-50439,2023-10-04,2023-11-03,825087.05,342113.29,482973.76,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2023-10-04 10:45:00
440,Walmart Corporate Travel,C-WAL198,AR-50440,2023-10-04,2023-11-03,1267622.11,177707.48,1089914.63,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2023-10-04 10:45:00
441,United Nations Travel Office,C-UNI757,AR-50441,2023-10-04,2023-11-03,1868956.34,757735.56,1111220.78,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-10-04 10:45:00
442,Google Travel Services,C-GOO876,AR-50442,2023-10-05,2023-11-04,1291666.91,672050.59,619616.32,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-10-05 10:45:00
443,Maersk Air Cargo,C-MAE973,AR-50443,2023-10-07,2023-11-06,2789152.94,746657.17,2042495.77,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-10-07 10:45:00
444,Expedia Partner Solutions,C-EXP610,AR-50444,2023-10-07,2023-11-06,251872.32,127304.52,124567.8,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-07 10:45:00
445,Google Travel Services,C-GOO876,AR-50445,2023-10-09,2023-11-08,1603321.12,122421.46,1480899.66,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-10-09 10:45:00
446,Boeing Corporate Shuttle,C-BOE487,AR-50446,2023-10-09,2023-10-24,1474108.97,557116.62,916992.35,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-10-09 10:45:00
447,Walmart Corporate Travel,C-WAL198,AR-50447,2023-10-09,2023-11-08,611043.5,92371.74,518671.76,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2023-10-09 10:45:00
448,Disney Corporate Events,C-DIS143,AR-50448,2023-10-09,2023-10-24,1671052.26,891125.18,779927.08,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-10-09 10:45:00
449,Emirates SkyCargo Partner,C-EMI151,AR-50449,2023-10-10,2023-11-24,456359.22,33780.82,422578.4,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-10-10 10:45:00
450,Google Travel Services,C-GOO876,AR-50450,2023-10-10,2023-11-09,1372361.42,383148.92,989212.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-10-10 10:45:00
451,Expedia Partner Solutions,C-EXP610,AR-50451,2023-10-11,2023-11-10,358048.73,120381.4,237667.33,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-11 10:45:00
452,Live Nation Entertainment,C-LIV838,AR-50452,2023-10-12,2023-11-11,657999.29,295482.5,362516.79,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-10-12 10:45:00
453,FedEx Trade Networks,C-FED679,AR-50453,2023-10-12,2023-11-11,1342420.86,578486.47,763934.39,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2023-10-12 10:45:00
454,Expedia Partner Solutions,C-EXP610,AR-50454,2023-10-12,2023-11-11,330665.22,115006.86,215658.36,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-12 10:45:00
455,Siemens Mobility,C-SIE388,AR-50455,2023-10-13,2023-11-12,1370407.02,293405.57,1077001.45,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-10-13 10:45:00
456,Boeing Corporate Shuttle,C-BOE487,AR-50456,2023-10-14,2023-10-29,1443855.77,669873.06,773982.71,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-10-14 10:45:00
457,DB Schenker Logistics,C-DBS187,AR-50457,2023-10-14,2023-11-13,1317403.77,167439.6,1149964.17,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-10-14 10:45:00
458,UPS Supply Chain Solutions,C-UPS130,AR-50458,2023-10-16,2023-11-15,1170190.4,171887.19,998303.21,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2023-10-16 10:45:00
459,Boeing Corporate Shuttle,C-BOE487,AR-50459,2023-10-16,2023-11-15,1136930.65,229617.54,907313.11,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-10-16 10:45:00
460,BCD Travel,C-BCD303,AR-50460,2023-10-17,2023-11-16,2130377.31,1098438.63,1031938.68,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-10-17 10:45:00
461,DHL Express,C-DHL723,AR-50461,2023-10-17,2023-11-16,1182145.79,564885.86,617259.93,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-10-17 10:45:00
462,Kuehne+Nagel,C-KUE458,AR-50462,2023-10-18,2023-11-17,1400999.75,436149.09,964850.66,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-10-18 10:45:00
463,Expedia Partner Solutions,C-EXP610,AR-50463,2023-10-18,2023-11-17,471606.83,82822.64,388784.19,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-18 10:45:00
464,American Express Global Business Travel,C-AME924,AR-50464,2023-10-19,2023-11-18,986973.97,45265.01,941708.96,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-10-19 10:45:00
465,Amazon Air Logistics,C-AMA673,AR-50465,2023-10-19,2023-11-18,1923452.35,235320.3,1688132.05,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-10-19 10:45:00
466,Pfizer Corporate Travel,C-PFI869,AR-50466,2023-10-20,2023-11-19,1838769.45,899890.46,938878.99,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-10-20 10:45:00
467,Maersk Air Cargo,C-MAE973,AR-50467,2023-10-20,2023-11-19,1198852.83,111588.19,1087264.64,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2023-10-20 10:45:00
468,Live Nation Entertainment,C-LIV838,AR-50468,2023-10-21,2023-11-20,2170631.38,256478.84,1914152.54,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-10-21 10:45:00
469,Walmart Corporate Travel,C-WAL198,AR-50469,2023-10-21,2023-11-20,1449089.0,61936.56,1387152.44,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2023-10-21 10:45:00
470,CWT Group,C-CWT276,AR-50470,2023-10-22,2023-11-21,978953.78,502991.06,475962.72,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-10-22 10:45:00
471,DHL Express,C-DHL723,AR-50471,2023-10-22,2023-11-21,1264525.99,104765.59,1159760.4,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-10-22 10:45:00
472,Boeing Corporate Shuttle,C-BOE487,AR-50472,2023-10-22,2023-11-21,1129799.51,224383.67,905415.84,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-10-22 10:45:00
473,Expedia Partner Solutions,C-EXP610,AR-50473,2023-10-22,2023-11-21,760833.02,63823.76,697009.26,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-22 10:45:00
474,Amazon Air Logistics,C-AMA673,AR-50474,2023-10-23,2023-11-22,469648.82,223433.22,246215.6,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-10-23 10:45:00
475,Lufthansa Cargo Partner,C-LUF662,AR-50475,2023-10-23,2023-12-07,368716.71,15598.35,353118.36,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-10-23 10:45:00
476,American Express Global Business Travel,C-AME924,AR-50476,2023-10-24,2023-11-23,158487.34,78414.39,80072.95,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-10-24 10:45:00
477,DHL Express,C-DHL723,AR-50477,2023-10-25,2023-11-24,1649389.52,553822.99,1095566.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-10-25 10:45:00
478,Lufthansa Cargo Partner,C-LUF662,AR-50478,2023-10-25,2023-12-09,631326.55,181321.16,450005.39,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-10-25 10:45:00
479,Expedia Partner Solutions,C-EXP610,AR-50479,2023-10-27,2023-11-26,814580.4,405943.94,408636.46,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-27 10:45:00
480,Disney Corporate Events,C-DIS143,AR-50480,2023-10-28,2023-11-12,1361571.48,631954.72,729616.76,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-10-28 10:45:00
481,Expedia Partner Solutions,C-EXP610,AR-50481,2023-10-29,2023-11-28,194436.79,51351.44,143085.35,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-10-29 10:45:00
482,Google Travel Services,C-GOO876,AR-50482,2023-10-29,2023-11-28,1855012.7,205307.89,1649704.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-10-29 10:45:00
483,UPS Supply Chain Solutions,C-UPS130,AR-50483,2023-10-30,2023-11-29,572021.97,42863.92,529158.05,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2023-10-30 10:45:00
484,NFL Events & Hospitality,C-NFL601,AR-50484,2023-10-31,2023-11-15,825026.24,373634.66,451391.58,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-10-31 10:45:00
485,Live Nation Entertainment,C-LIV838,AR-50485,2023-10-31,2023-11-15,433536.2,143645.84,289890.36,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-10-31 10:45:00
486,Live Nation Entertainment,C-LIV838,AR-50486,2023-10-31,2023-11-15,495196.83,161561.91,333634.92,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-10-31 10:45:00
487,Shell Corporate Travel,C-SHE535,AR-50487,2023-11-01,2023-12-01,1213056.43,104975.9,1108080.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-11-01 10:45:00
488,Amazon Air Logistics,C-AMA673,AR-50488,2023-11-01,2023-12-01,1043034.04,132578.48,910455.56,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-11-01 10:45:00
489,Boeing Corporate Shuttle,C-BOE487,AR-50489,2023-11-01,2023-12-01,935431.83,325696.66,609735.17,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-11-01 10:45:00
490,Marriott Meeting Services,C-MAR321,AR-50490,2023-11-01,2023-12-01,793036.31,269475.15,523561.16,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-11-01 10:45:00
491,Lufthansa Cargo Partner,C-LUF662,AR-50491,2023-11-02,2023-12-17,540866.62,165694.51,375172.11,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-11-02 10:45:00
492,American Express Global Business Travel,C-AME924,AR-50492,2023-11-03,2023-12-03,1752263.91,542406.03,1209857.88,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-11-03 10:45:00
493,Boeing Corporate Shuttle,C-BOE487,AR-50493,2023-11-03,2023-12-03,1231033.63,333249.76,897783.87,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-11-03 10:45:00
494,Boeing Corporate Shuttle,C-BOE487,AR-50494,2023-11-04,2023-12-04,2742528.58,589396.61,2153131.97,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-11-04 10:45:00
495,Maersk Air Cargo,C-MAE973,AR-50495,2023-11-05,2023-12-05,984320.37,348133.14,636187.23,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-11-05 10:45:00
496,Live Nation Entertainment,C-LIV838,AR-50496,2023-11-05,2023-11-20,1616050.66,693301.53,922749.13,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-11-05 10:45:00
497,Emirates SkyCargo Partner,C-EMI151,AR-50497,2023-11-05,2023-12-20,329269.26,117174.26,212095.0,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-11-05 10:45:00
498,Walmart Corporate Travel,C-WAL198,AR-50498,2023-11-06,2023-12-06,2843883.03,163553.96,2680329.07,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2023-11-06 10:45:00
499,DHL Express,C-DHL723,AR-50499,2023-11-06,2023-12-06,1251051.12,210130.42,1040920.7,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2023-11-06 10:45:00
500,Sony Music Touring,C-SON493,AR-50500,2023-11-07,2023-12-07,1595353.85,284930.57,1310423.28,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-11-07 10:45:00
501,DHL Express,C-DHL723,AR-50501,2023-11-07,2023-12-07,2131108.19,188070.01,1943038.18,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-11-07 10:45:00
502,Lufthansa Cargo Partner,C-LUF662,AR-50502,2023-11-08,2023-12-23,175582.99,10053.23,165529.76,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-11-08 10:45:00
503,Sony Music Touring,C-SON493,AR-50503,2023-11-08,2023-11-23,798079.21,372888.83,425190.38,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2023-11-08 10:45:00
504,American Express Global Business Travel,C-AME924,AR-50504,2023-11-09,2023-12-09,287804.65,5285.46,282519.19,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-11-09 10:45:00
505,Boeing Corporate Shuttle,C-BOE487,AR-50505,2023-11-10,2023-12-10,2803988.13,578140.97,2225847.16,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-11-10 10:45:00
506,Lufthansa Cargo Partner,C-LUF662,AR-50506,2023-11-10,2023-12-25,608649.2,28052.15,580597.05,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-11-10 10:45:00
507,DHL Express,C-DHL723,AR-50507,2023-11-11,2023-12-11,1489311.79,413200.18,1076111.61,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2023-11-11 10:45:00
508,Ryder Integrated Logistics,C-RYD108,AR-50508,2023-11-12,2023-12-12,611973.27,213331.55,398641.72,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-11-12 10:45:00
509,Marriott Meeting Services,C-MAR321,AR-50509,2023-11-12,2023-12-12,575780.99,111916.78,463864.21,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-11-12 10:45:00
510,Amazon Air Logistics,C-AMA673,AR-50510,2023-11-13,2023-12-13,1175778.8,328592.35,847186.45,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-11-13 10:45:00
