id,period,period_start,period_end,passenger_revenue,cargo_revenue,ancillary_revenue,loyalty_revenue,other_revenue,total_revenue,fuel_expense,labor_expense,maintenance_expense,airport_expense,lease_expense,distribution_expense,catering_expense,insurance_expense,depreciation_expense,other_expense,total_expenses,operating_income,interest_expense,interest_income,fuel_hedging_gain_loss,pre_tax_income,income_tax,net_income,created_at
148,2023-05-28,2023-05-28,2023-05-28,40978725.09,1650000.0,6545069.85,1557454.17,1171799.54,51903048.65,13432678.66,12088070.89,3964113.31,3034425.06,3598831.72,1783085.56,1190645.96,820321.93,2168463.72,823948.04,42904584.85,8998463.8,287515.23,235219.5,35869.92,8982037.99,2200599.31,6781438.68,2023-05-28 18:15:00
149,2023-05-29,2023-05-29,2023-05-29,38994209.49,2197048.69,6647751.44,1630289.65,1443160.07,50912459.34,14950459.81,12064427.78,4079352.01,3091295.57,3190777.13,1866996.8,1226042.76,829986.1,2058888.42,707256.58,44065482.96,6846976.38,174095.66,234730.66,25346.84,6932958.22,1698574.76,5234383.46,2023-05-29 18:15:00
150,2023-05-30,2023-05-30,2023-05-30,36885280.54,2401558.78,5651808.3,1598572.98,1724356.37,48261576.97,12376243.23,11347560.66,3798199.62,3051376.75,3241955.68,1678201.55,1211501.94,770471.47,2013360.34,634543.59,40123414.83,8138162.14,290228.89,134946.5,-40138.14,7942741.61,1945971.69,5996769.92,2023-05-30 18:15:00
151,2023-05-31,2023-05-31,2023-05-31,36001476.21,1747501.89,5856871.51,1452606.19,1450169.71,46508625.51,13239236.67,10871441.05,3439768.2,2966586.55,3070765.21,1547826.44,1188386.79,738348.14,1878069.57,627112.04,39567540.66,6941084.85,367003.92,233024.15,-53301.92,6753803.16,1654681.77,5099121.39,2023-05-31 18:15:00
152,2023-06-01,2023-06-01,2023-06-01,37961112.38,2442669.22,6236647.55,1441275.17,1533801.5,49615505.82,14183756.79,12082352.89,3877321.76,3219823.3,3133316.32,1740651.97,1249620.79,796144.48,2068274.11,727973.07,43079235.48,6536270.34,108768.79,222070.48,-877.93,6648694.1,1628930.05,5019764.05,2023-06-01 18:15:00
153,2023-06-02,2023-06-02,2023-06-02,41481232.61,1693032.95,7271546.18,1463540.02,1409413.96,53318765.72,14283784.31,13246145.67,3924528.9,3306099.82,3429765.03,1662854.45,1225657.29,851168.81,2223762.66,897159.67,45050926.61,8267839.11,205155.38,303358.4,-5830.61,8360211.52,2048251.82,6311959.7,2023-06-02 18:15:00
154,2023-06-03,2023-06-03,2023-06-03,42238592.99,2336109.59,6309069.75,1432319.86,1390744.8,53706836.99,15053577.77,12975838.16,4332758.63,3333441.43,3537371.34,1735927.34,1340217.53,817397.49,2392992.43,713218.08,46232740.2,7474096.79,208367.58,203231.15,14433.31,7483393.67,1833431.45,5649962.22,2023-06-03 18:15:00
155,2023-06-04,2023-06-04,2023-06-04,43251354.25,2169209.29,7452368.51,1522577.76,1222885.56,55618395.37,15878160.23,12920824.81,4523431.49,3517894.35,3732974.88,1843163.58,1373674.23,951466.72,2252300.66,934578.43,47928469.38,7689925.99,182027.52,194430.22,-4453.51,7697875.18,1885979.42,5811895.76,2023-06-04 18:15:00
156,2023-06-05,2023-06-05,2023-06-05,42047325.22,1760790.11,6597368.75,1616970.64,1447757.87,53470212.59,14721642.1,13123144.4,4162639.68,3166275.5,3690311.19,1902133.33,1226362.68,829734.11,2180948.23,823115.83,45826307.05,7643905.54,190102.39,209609.68,-74179.33,7589233.5,1859362.21,5729871.29,2023-06-05 18:15:00
157,2023-06-06,2023-06-06,2023-06-06,38696456.84,2243591.96,6370298.57,1585558.36,1380080.4,50275986.13,14367353.01,12287139.65,3969621.84,2970941.9,3404121.47,1750187.39,1171608.0,810912.47,2012505.12,768502.83,43512893.68,6763092.45,184711.38,141390.82,-93625.67,6626146.22,1623405.82,5002740.4,2023-06-06 18:15:00
158,2023-06-07,2023-06-07,2023-06-07,38872189.77,2363423.62,5893052.58,1258518.81,1588181.86,49975366.64,14261435.09,12205554.32,4238123.21,3029786.91,3443056.83,1752652.75,1250360.67,696639.86,1971566.42,852159.58,43701335.64,6274031.0,190777.38,171382.88,34647.44,6289283.94,1540874.57,4748409.37,2023-06-07 18:15:00
159,2023-06-08,2023-06-08,2023-06-08,37009765.73,2225094.01,6729332.82,1345420.93,1417981.39,48727594.88,13789895.22,11914611.57,3756523.51,2785997.65,3267353.28,1654069.65,1270102.41,769156.59,1964468.06,813103.61,41985281.55,6742313.33,229105.14,216606.78,-28125.54,6701689.43,1641913.91,5059775.52,2023-06-08 18:15:00
160,2023-06-09,2023-06-09,2023-06-09,40830359.15,2261276.42,7335829.86,1613849.89,1475875.26,53517190.58,14808473.65,13280272.12,3953526.63,3329877.18,3510198.32,1735230.72,1138979.19,797428.13,2247596.29,652426.16,45454008.39,8063182.19,310659.18,211719.41,-8116.1,7956126.32,1949250.95,6006875.37,2023-06-09 18:15:00
161,2023-06-10,2023-06-10,2023-06-10,42275533.89,2087261.91,7588074.02,1438480.15,1481021.56,54870371.53,14538484.63,13417606.34,4383995.08,3519783.23,3656150.04,2028899.69,1451875.07,824206.66,2310382.42,704095.11,46835478.27,8034893.26,225241.01,164392.58,-21604.92,7952439.91,1948347.78,6004092.13,2023-06-10 18:15:00
162,2023-06-11,2023-06-11,2023-06-11,41529850.34,1835425.82,7015261.93,1651756.92,1556948.8,53589243.81,14779337.17,13541819.63,3910983.84,3154791.77,3665023.83,1747245.84,1379721.51,987231.01,2220926.89,779239.43,46166320.92,7422922.89,303083.95,179233.63,-38666.13,7260406.44,1778799.58,5481606.86,2023-06-11 18:15:00
163,2023-06-12,2023-06-12,2023-06-12,40951593.8,2274129.51,6684483.45,1478799.68,1466680.1,52855686.54,14702962.45,13552623.14,4048813.1,3293197.21,3650484.56,1841390.53,1284323.29,858879.85,2143633.86,830465.67,46206773.66,6648912.88,188687.53,204753.39,-40110.52,6624868.22,1623092.71,5001775.51,2023-06-12 18:15:00
164,2023-06-13,2023-06-13,2023-06-13,37723945.52,2454650.32,4902067.69,1271307.32,1366469.16,47718440.01,12288057.33,11717694.76,3577981.96,2820761.38,3183022.78,1611728.04,1128012.63,821998.91,1921141.41,846007.44,39916406.64,7802033.37,137401.29,177178.3,50141.47,7891951.85,1933528.2,5958423.65,2023-06-13 18:15:00
165,2023-06-14,2023-06-14,2023-06-14,40526954.15,2346142.0,5516668.47,1556395.76,1582117.23,51528277.61,14316237.94,12346656.28,3839098.4,2986077.78,3356643.18,1809981.57,1266856.21,868524.76,2041795.34,779629.8,43611501.26,7916776.35,205522.16,200858.4,-8545.03,7903567.56,1936374.05,5967193.51,2023-06-14 18:15:00
166,2023-06-15,2023-06-15,2023-06-15,37725101.14,1808290.54,6913289.67,1503499.94,1766601.45,49716782.74,13674472.75,11899728.28,3790800.26,3339311.39,3364400.13,1630164.88,1145432.51,844352.2,1996858.1,915156.34,42600676.84,7116105.9,261322.92,176260.79,31059.65,7062103.42,1730215.34,5331888.08,2023-06-15 18:15:00
167,2023-06-16,2023-06-16,2023-06-16,44771767.98,1888445.4,7401127.39,1567615.05,1590141.37,57219097.19,15044697.43,13349922.58,4622473.45,3318324.3,3888378.79,2065915.78,1358007.01,904114.85,2234823.9,777415.79,47564073.88,9655023.31,299702.5,120433.34,38315.68,9514069.83,2330947.11,7183122.72,2023-06-16 18:15:00
168,2023-06-17,2023-06-17,2023-06-17,42343722.68,2002237.21,7637153.64,1593830.6,1451402.54,55028346.67,14992856.17,13657707.94,4487436.3,3145532.67,3822568.21,2022652.5,1198927.88,968851.19,2368243.26,766261.07,47431037.19,7597309.48,343264.69,138929.62,16999.69,7409974.1,1815443.65,5594530.45,2023-06-17 18:15:00
169,2023-06-18,2023-06-18,2023-06-18,41934242.8,1872843.42,6931057.71,1709540.35,1542858.33,53990542.61,14715937.17,12807646.75,4360838.96,3328200.9,3544072.8,1942722.59,1154734.37,909561.79,2362395.46,776850.21,45902961.0,8087581.61,266601.96,189294.73,38835.45,8049109.83,1972031.91,6077077.92,2023-06-18 18:15:00
170,2023-06-19,2023-06-19,2023-06-19,38045185.12,2152833.89,5908712.94,1291858.24,1180645.09,48579235.28,14325444.43,11808399.6,3806330.24,3002467.06,3189926.6,1667008.64,1335854.16,779275.78,1850684.55,649287.95,42414679.01,6164556.27,237774.33,198202.7,1155.09,6126139.73,1500904.23,4625235.5,2023-06-19 18:15:00
171,2023-06-20,2023-06-20,2023-06-20,36745534.77,2211696.65,5743699.49,1123377.67,1539803.44,47364112.02,13152985.99,10980729.14,3595894.61,2984019.41,3245025.22,1569161.17,1141219.94,770296.27,1962479.67,820290.01,40222101.43,7142010.59,302257.12,175356.93,63601.75,7078712.15,1734284.48,5344427.67,2023-06-20 18:15:00
172,2023-06-21,2023-06-21,2023-06-21,38992790.39,1898025.14,5928398.85,1231825.42,1490765.41,49541805.21,14157902.45,11246309.9,3567009.98,3319483.47,3278930.96,1932130.4,1204140.01,785894.91,2051478.49,495418.05,42038698.62,7503106.59,163857.62,130006.89,38476.05,7507731.91,1839394.32,5668337.59,2023-06-21 18:15:00
173,2023-06-22,2023-06-22,2023-06-22,37808395.26,2275580.76,6046387.17,1412947.05,1390584.13,48933894.37,13415899.8,11969772.03,3832171.17,2870883.59,3234561.33,1566704.31,1172157.65,785498.58,2021616.41,684725.24,41553990.11,7379904.26,196060.82,156371.21,45623.57,7385838.22,1809530.36,5576307.86,2023-06-22 18:15:00
174,2023-06-23,2023-06-23,2023-06-23,39356299.12,2244589.86,6429489.25,1291633.15,1424665.68,50746677.06,13018324.4,12138726.44,3653760.75,3007486.06,3527314.22,1814825.96,1154910.08,809734.24,2035494.05,877735.56,42038311.76,8708365.3,431063.68,89989.87,-37886.85,8329404.64,2040704.14,6288700.5,2023-06-23 18:15:00
175,2023-06-24,2023-06-24,2023-06-24,41121133.88,2047020.39,7047903.29,1505798.16,1488908.73,53210764.45,15002145.82,12484149.55,3831175.04,3502673.94,3419216.71,1844581.47,1252549.83,871673.93,2263254.47,764924.06,45236344.82,7974419.63,296676.49,93243.2,13652.15,7784638.49,1907236.43,5877402.06,2023-06-24 18:15:00
176,2023-06-25,2023-06-25,2023-06-25,41971592.58,2110751.85,6951360.86,1856010.7,1752502.76,54642218.75,14675824.07,12928388.43,4155246.5,3487122.76,3885739.66,1851001.07,1318887.38,969351.53,2273975.05,936883.08,46482419.53,8159799.22,264303.66,195061.93,-79434.07,8011123.42,1962725.24,6048398.18,2023-06-25 18:15:00
177,2023-06-26,2023-06-26,2023-06-26,40594657.37,1805994.93,5792669.15,1283004.66,1771219.99,51247546.1,13927081.68,11929876.61,3982051.42,3249106.93,3370793.47,1761394.86,1214825.26,758196.47,2180643.69,993965.03,43367935.42,7879610.68,263832.43,218629.25,65869.94,7900277.44,1935567.97,5964709.47,2023-06-26 18:15:00
178,2023-06-27,2023-06-27,2023-06-27,39273065.54,2082457.15,7195327.16,1465658.22,1391586.72,51408094.79,13599979.12,11826466.74,3845012.48,3044921.71,3533456.06,1695416.83,1175790.31,881255.8,2050860.76,779386.27,42432546.08,8975548.71,122433.2,156937.35,-24504.64,8985548.22,2201459.31,6784088.91,2023-06-27 18:15:00
179,2023-06-28,2023-06-28,2023-06-28,37822644.14,2140230.47,5889021.06,1733399.79,1468642.9,49053938.36,13527912.18,11274214.39,4056576.69,3157977.99,3275939.77,1709731.42,1212575.74,766799.66,1909435.63,850490.73,41741654.2,7312284.16,181280.93,266074.7,-19389.22,7377688.71,1807533.73,5570154.98,2023-06-28 18:15:00
180,2023-06-29,2023-06-29,2023-06-29,36994332.52,2167569.25,6497689.51,1438868.6,1473432.5,48571892.38,13875885.51,11345961.85,3806094.26,3079921.76,3280677.95,1682221.87,1179449.26,838820.22,2023133.86,963582.56,42075749.1,6496143.28,148916.93,131127.8,-60099.06,6418255.09,1572472.5,4845782.59,2023-06-29 18:15:00
181,2023-06-30,2023-06-30,2023-06-30,43964552.17,2203332.61,7364096.55,1591720.05,1718129.79,56841831.17,16162244.18,13386867.38,4290028.45,3499672.64,3778528.16,2216831.42,1397704.34,890515.65,2248411.85,898338.61,48769142.68,8072688.49,273110.24,170867.53,-65.94,7970379.84,1952743.06,6017636.78,2023-06-30 18:15:00
182,2023-07-01,2023-07-01,2023-07-01,49097021.12,2321509.37,6951617.06,1877133.47,1696615.86,61943896.88,18017208.74,15270286.25,5077956.46,3669879.59,4256360.48,2238754.3,1676051.15,1016669.92,2637688.79,923204.01,54784059.69,7159837.19,228719.51,121196.86,-11157.68,7041156.86,1725083.43,5316073.43,2023-07-01 18:15:00
183,2023-07-02,2023-07-02,2023-07-02,44133648.16,2228853.48,7948964.78,1750374.28,1686067.25,57747907.95,16878565.16,14518470.61,4773113.49,3541106.72,3828995.38,2023011.17,1486674.51,914793.6,2183452.33,970449.59,51118632.56,6629275.39,249543.23,169438.77,82793.38,6631964.31,1624831.26,5007133.05,2023-07-02 18:15:00
184,2023-07-03,2023-07-03,2023-07-03,43548770.08,2329222.11,6937082.02,1880309.37,1774806.15,56470189.73,14374388.02,13558302.91,4427722.74,3723952.68,3718793.92,1984990.3,1453919.23,805796.17,2275589.97,980798.74,47304254.68,9165935.05,211985.32,102017.03,43210.77,9099177.53,2229298.49,6869879.04,2023-07-03 18:15:00
185,2023-07-04,2023-07-04,2023-07-04,43440056.46,2459810.02,7101761.0,1564216.28,1548157.68,56114001.44,14762732.79,13925940.82,4108813.07,3238793.36,3963145.83,2114323.69,1583743.56,995404.97,2248831.3,837353.86,47779083.25,8334918.19,113210.03,83965.95,-19467.77,8286206.34,2030120.55,6256085.79,2023-07-04 18:15:00
186,2023-07-05,2023-07-05,2023-07-05,41862222.94,2260123.24,6711732.55,1439902.73,1940413.7,54214395.16,13930942.19,12749576.34,4016741.83,3176996.24,3635550.41,1738067.26,1332805.45,816319.51,2195760.8,760753.34,44353513.37,9860881.79,325568.02,98446.79,-70676.5,9563084.06,2342955.59,7220128.47,2023-07-05 18:15:00
187,2023-07-06,2023-07-06,2023-07-06,39642431.7,2335754.36,6227143.71,1269973.33,1667150.89,51142453.99,14390978.85,12362591.64,3682256.69,3023367.62,3357430.96,1720152.63,1185970.62,822569.24,2116870.48,942800.43,43604989.16,7537464.83,105482.76,179269.64,-100904.18,7510347.53,1840035.14,5670312.39,2023-07-06 18:15:00
188,2023-07-07,2023-07-07,2023-07-07,45150603.11,2244393.68,7745114.76,1718872.64,1496231.92,58355216.11,15649466.9,14104231.7,4438570.34,3487747.51,3735867.49,1761494.35,1565863.49,872269.16,2427247.49,843744.71,48886503.14,9468712.97,179945.2,130165.98,-42998.99,9375934.76,2297104.02,7078830.74,2023-07-07 18:15:00
189,2023-07-08,2023-07-08,2023-07-08,43350259.55,2160955.13,5962197.82,1369546.77,1621548.99,54464508.26,14719489.63,13729967.14,3921621.19,3319763.73,3852337.63,1912659.97,1364661.35,798612.99,2285309.33,946999.32,46851422.28,7613085.98,138090.03,128601.33,-56930.58,7546666.7,1848933.34,5697733.36,2023-07-08 18:15:00
190,2023-07-09,2023-07-09,2023-07-09,48141369.13,2374847.62,7365451.96,1744232.01,1914008.86,61539909.58,16802546.09,14221006.14,4606958.92,3930905.61,4055243.07,2196750.0,1500587.53,972026.57,2592828.98,955452.3,51834305.21,9705604.37,194968.38,197565.33,18384.11,9726585.43,2383013.43,7343572.0,2023-07-09 18:15:00
191,2023-07-10,2023-07-10,2023-07-10,44477324.17,2178933.99,7462134.71,1481421.61,1582429.06,57182243.54,15958689.94,13694881.76,4414237.95,3567270.94,4067011.39,1830334.99,1562668.18,880977.59,2329759.66,1066673.59,49372505.99,7809737.55,257611.51,91449.26,-4431.09,7639144.21,1871590.33,5767553.88,2023-07-10 18:15:00
192,2023-07-11,2023-07-11,2023-07-11,40993631.94,2351494.12,6224526.37,1713786.04,1857506.52,53140944.99,13841685.53,12404251.51,3826148.04,3251297.1,3602834.31,1959315.15,1370124.88,788143.18,2346866.56,706875.97,44097542.23,9043402.76,300985.83,181320.21,4732.56,8928469.7,2187475.08,6740994.62,2023-07-11 18:15:00
193,2023-07-12,2023-07-12,2023-07-12,40826194.6,2287090.27,6734784.29,1472961.85,1542368.31,52863399.32,13892949.45,12442407.9,3806164.75,3268595.81,3556954.55,1721350.7,1274253.95,843941.3,2277388.84,702979.56,43786986.81,9076412.51,111636.58,232642.26,-38982.33,9158435.86,2243816.79,6914619.07,2023-07-12 18:15:00
194,2023-07-13,2023-07-13,2023-07-13,44195815.38,2227416.72,6442748.47,1745704.99,1514290.69,56125976.25,15462148.47,13514231.24,4156935.22,3528750.86,3779505.71,1869840.48,1622176.49,814842.16,2274899.06,937807.41,47961137.1,8164839.15,226494.3,210987.89,9292.45,8158625.19,1998863.17,6159762.02,2023-07-13 18:15:00
195,2023-07-14,2023-07-14,2023-07-14,44832110.31,2224050.58,7051920.68,1371453.98,1799485.44,57279020.99,16470685.42,12802042.58,4345447.03,3205040.87,4091549.41,1961183.95,1350866.75,923651.35,2336679.87,729695.86,48216843.09,9062177.9,105108.89,208003.89,-62673.47,9102399.43,2230087.86,6872311.57,2023-07-14 18:15:00
196,2023-07-15,2023-07-15,2023-07-15,46114023.69,2192290.49,7838587.74,1785960.59,1492618.09,59423480.6,16365513.92,14900234.26,4402313.69,3815864.1,3720834.68,2209863.73,1537284.4,943209.49,2406676.42,905213.15,51207007.84,8216472.76,193702.55,215458.59,-1513.98,8236714.82,2017995.13,6218719.69,2023-07-15 18:15:00
197,2023-07-16,2023-07-16,2023-07-16,46803684.95,1985402.49,8274766.38,1566539.8,1832090.3,60462483.92,16194506.78,14433222.83,4532487.6,3538310.58,4076905.66,1951946.91,1400679.03,817428.23,2511910.75,1094178.6,50551576.97,9910906.95,264536.31,147600.74,40576.73,9834548.11,2409464.29,7425083.82,2023-07-16 18:15:00
198,2023-07-17,2023-07-17,2023-07-17,40786448.34,2357876.02,6445030.2,1467340.79,1737860.36,52794555.71,13430261.66,12010122.13,3865043.18,3150223.1,3509232.62,1825767.42,1394092.37,817095.54,2087607.25,603459.5,42692904.77,10101650.94,263712.99,155228.48,-11883.2,9981283.23,2445414.39,7535868.84,2023-07-17 18:15:00
199,2023-07-18,2023-07-18,2023-07-18,41848500.52,2331642.96,6060629.45,1903749.41,1492693.85,53637216.19,15314073.06,12879508.85,3861879.57,3326650.2,3570834.01,1906785.63,1342986.69,883319.67,2135602.98,847697.51,46069338.17,7567878.02,77336.87,261685.45,21412.76,7773639.36,1904541.64,5869097.72,2023-07-18 18:15:00
200,2023-07-19,2023-07-19,2023-07-19,41019500.29,2446478.24,6928653.36,1714236.1,1653204.31,53762072.3,14448508.59,13535929.14,3971753.78,3267324.49,3618113.47,1889034.73,1463882.75,803014.73,2029461.81,936722.97,45963746.46,7798325.84,287919.67,191759.19,-85833.83,7616331.53,1866001.22,5750330.31,2023-07-19 18:15:00
201,2023-07-20,2023-07-20,2023-07-20,40884116.36,2194918.96,6045929.06,1482711.48,1557690.26,52165366.12,13811522.12,12857597.3,3920555.93,3258290.05,3467301.04,1836784.38,1354939.07,861343.69,2107585.63,779777.53,44255696.74,7909669.38,144966.69,164275.9,-89045.24,7839933.35,1920783.67,5919149.68,2023-07-20 18:15:00
202,2023-07-21,2023-07-21,2023-07-21,46351978.63,2641941.19,7138774.57,2280911.45,1737330.21,60150936.05,15592477.62,14125246.61,4497043.84,3694800.35,4052745.19,2136741.73,1685784.82,988441.04,2562257.77,790733.04,50126272.01,10024664.04,128757.35,215199.24,18804.39,10129910.32,2481828.03,7648082.29,2023-07-21 18:15:00
203,2023-07-22,2023-07-22,2023-07-22,44911248.41,2226131.79,6510419.18,1491104.52,2045248.43,57184152.33,14989622.26,13730243.87,4371638.07,3438597.63,3828641.69,1880818.48,1449928.72,856748.9,2331503.59,827728.25,47705471.46,9478680.87,257449.64,175463.61,50902.96,9447597.8,2314661.46,7132936.34,2023-07-22 18:15:00
204,2023-07-23,2023-07-23,2023-07-23,45327795.49,2136892.07,7465279.07,1869133.44,1593322.01,58392422.08,15594219.46,14180426.34,4535666.83,3829741.42,3758888.59,2182449.45,1377663.13,933561.56,2385666.61,777959.93,49556243.32,8836178.76,294366.14,193591.83,-7426.42,8727978.03,2138354.62,6589623.41,2023-07-23 18:15:00
205,2023-07-24,2023-07-24,2023-07-24,38598398.08,2116902.32,6415128.57,1207996.12,1774308.63,50112733.72,13752971.36,11656243.09,3945250.34,3163326.06,3395775.75,1692692.95,1320784.95,843146.3,2075531.06,758622.42,42604344.28,7508389.44,198330.42,137318.26,99090.31,7546467.59,1848884.56,5697583.03,2023-07-24 18:15:00
206,2023-07-25,2023-07-25,2023-07-25,39399842.55,1982479.24,6555659.04,1441956.32,1672390.57,51052327.72,13524099.5,11681313.41,3750750.06,3160463.37,3493618.45,1710881.11,1308020.05,772093.85,2016395.61,737531.99,42155167.4,8897160.32,132792.36,126350.42,-61443.57,8829274.81,2163172.33,6666102.48,2023-07-25 18:15:00
207,2023-07-26,2023-07-26,2023-07-26,40748190.75,2586380.0,5802317.96,1298180.35,1672313.95,52107383.01,14539148.9,12321752.53,3751731.58,3286806.55,3434703.42,1912093.5,1212596.65,822993.88,2138379.1,728121.42,44148327.53,7959055.48,223573.04,246866.19,-28501.55,7953847.08,1948692.53,6005154.55,2023-07-26 18:15:00
208,2023-07-27,2023-07-27,2023-07-27,40017861.76,2559062.07,7334577.65,1551381.27,1634442.46,53097325.21,14595377.97,13216902.74,4306157.83,3126583.51,3755881.36,1738346.23,1296473.65,910631.82,2247901.51,845962.24,46040218.86,7057106.35,169006.22,56819.35,8816.15,6953735.63,1703665.23,5250070.4,2023-07-27 18:15:00
209,2023-07-28,2023-07-28,2023-07-28,44329059.0,2419356.21,6795469.16,1669517.69,1495930.77,56709332.83,16998582.04,13442406.92,4398511.83,3829258.87,3951004.06,1964442.84,1411739.22,858713.58,2351160.14,1029741.18,50235560.68,6473772.15,313327.14,201950.73,20921.94,6383317.68,1563912.83,4819404.85,2023-07-28 18:15:00
210,2023-07-29,2023-07-29,2023-07-29,44537542.44,2145142.67,6846647.96,1649163.7,1734561.5,56913058.27,14835910.84,13543826.62,4109771.48,3285994.28,3909238.72,1852766.52,1612521.95,936741.03,2416940.91,891010.45,47394722.8,9518335.47,356086.42,147349.29,-22343.3,9287255.04,2275377.48,7011877.56,2023-07-29 18:15:00
211,2023-07-30,2023-07-30,2023-07-30,45563096.96,2648456.05,6153633.78,1915347.45,1609722.78,57890257.02,16182317.0,13813327.92,4466352.96,3550959.77,3974955.85,2257720.02,1566578.01,863769.46,2483271.92,1023924.15,50183177.06,7707079.96,328118.63,66163.72,-45620.36,7399504.69,1812878.65,5586626.04,2023-07-30 18:15:00
212,2023-07-31,2023-07-31,2023-07-31,40975660.77,2250645.51,6225943.58,1427038.1,1486449.5,52365737.46,14655314.81,12674049.73,4206340.07,3149313.22,3511656.51,2022223.87,1334195.06,829422.91,2199040.74,950838.72,45532395.64,6833341.82,216602.03,114822.46,29925.37,6761487.62,1656564.47,5104923.15,2023-07-31 18:15:00
213,2023-08-01,2023-08-01,2023-08-01,37886136.02,2229082.11,5491725.2,1453419.16,1837906.75,48898269.24,13106220.91,11686573.19,4057854.03,2935204.52,3387806.28,1651759.97,1305892.07,804216.47,1952505.42,676102.65,41564135.51,7334133.73,292865.48,147122.23,9192.79,7197583.27,1763407.9,5434175.37,2023-08-01 18:15:00
214,2023-08-02,2023-08-02,2023-08-02,39588592.86,2543014.72,5814058.03,1584459.45,1657967.27,51188092.33,14307393.6,12417899.17,3945979.96,3052716.02,3590410.05,1793616.13,1174296.31,695926.34,2072288.34,795960.35,43846486.27,7341606.06,144402.37,180262.93,-13458.57,7364008.05,1804181.97,5559826.08,2023-08-02 18:15:00
215,2023-08-03,2023-08-03,2023-08-03,39403788.15,2403876.0,6138041.38,1243398.72,1593651.18,50782755.43,14547932.84,11779061.39,4080004.3,2980179.4,3484511.99,1727141.81,1277320.41,785389.69,2229222.46,718581.31,43609345.6,7173409.83,307191.17,207939.76,23799.27,7097957.69,1738999.63,5358958.06,2023-08-03 18:15:00
216,2023-08-04,2023-08-04,2023-08-04,44946187.95,2688912.11,6536853.19,1521630.11,1901981.93,57595565.29,16125220.42,13649196.18,4146880.7,3718659.21,3793211.29,1918093.65,1532128.03,946256.66,2388560.25,693201.35,48911407.74,8684157.55,185426.3,227151.05,-4132.98,8721749.32,2136828.58,6584920.74,2023-08-04 18:15:00
217,2023-08-05,2023-08-05,2023-08-05,45810340.82,2334756.68,6562730.64,1661531.02,1277489.65,57646848.81,16895696.21,13233365.48,4381258.99,3308115.82,3857763.85,1973785.62,1513118.2,935368.78,2379168.17,905719.72,49383360.84,8263487.97,87129.38,83780.01,-5597.37,8254541.23,2022362.6,6232178.63,2023-08-05 18:15:00
218,2023-08-06,2023-08-06,2023-08-06,47486915.81,2219364.77,7610748.37,1898883.21,1888762.03,61104674.19,15747345.15,14266529.53,4572384.09,3907686.18,4164121.01,2072597.05,1539285.76,945755.03,2426470.34,787987.59,50430161.73,10674512.46,371754.54,233493.45,-3717.06,10532534.31,2580470.91,7952063.4,2023-08-06 18:15:00
219,2023-08-07,2023-08-07,2023-08-07,40326680.21,2182869.48,6482274.41,1719809.24,1465437.45,52177070.79,14156390.18,12395495.91,4047073.36,3284317.72,3583285.89,1615332.46,1353605.63,777199.28,2132101.64,833195.11,44177997.18,7999073.61,149152.36,201907.39,-34079.04,8017749.6,1964348.65,6053400.95,2023-08-07 18:15:00
220,2023-08-08,2023-08-08,2023-08-08,39740300.93,1958718.75,6695610.38,1489488.47,1680091.53,51564210.06,15198146.44,12878333.42,4262586.12,3086495.76,3446811.97,1780308.32,1366820.91,857433.66,2169541.47,613007.9,45659485.97,5904724.09,228525.78,158809.76,-40997.67,5794010.4,1419532.55,4374477.85,2023-08-08 18:15:00
221,2023-08-09,2023-08-09,2023-08-09,39080032.16,2250205.07,5663695.58,1380923.39,1522874.9,49897731.1,14439038.67,11656665.54,3854548.56,3123489.28,3286583.06,1692302.22,1296640.69,782276.33,2046918.13,765530.29,42943992.77,6953738.33,135714.47,196885.47,-22593.87,6992315.46,1713117.29,5279198.17,2023-08-09 18:15:00
222,2023-08-10,2023-08-10,2023-08-10,39647397.61,2515794.63,5734697.2,1307315.23,1457019.54,50662224.21,14485552.81,12670132.62,3674478.09,3066397.13,3554887.92,1754149.16,1382648.39,838224.09,2037681.91,600779.71,44064931.83,6597292.38,389648.23,53838.88,2850.78,6264333.81,1534761.78,4729572.03,2023-08-10 18:15:00
223,2023-08-11,2023-08-11,2023-08-11,42636524.12,2418651.0,7136246.09,1691616.58,1896836.37,55779874.16,16350396.13,13299463.22,4016150.94,3218330.34,3617623.85,1887867.86,1476942.47,913686.79,2262929.29,911874.3,47955265.19,7824608.97,329103.41,125013.11,-83519.67,7536999.0,1846564.76,5690434.24,2023-08-11 18:15:00
224,2023-08-12,2023-08-12,2023-08-12,42646344.36,2315227.54,6781428.85,1562725.76,2003469.3,55309195.81,14485695.51,13372714.49,4586708.85,3192927.92,3601587.52,1840652.5,1480453.54,860200.79,2366555.38,786122.87,46573619.37,8735576.44,350235.98,208020.29,46323.12,8639683.87,2116722.55,6522961.32,2023-08-12 18:15:00
225,2023-08-13,2023-08-13,2023-08-13,42677960.62,2130677.7,5875179.1,1534903.27,1595002.61,53813723.3,15568810.43,12690850.65,4220928.11,3388452.37,3462684.08,1923830.93,1537475.95,918738.11,2260266.31,754490.67,46726527.61,7087195.69,232486.28,149660.87,1898.93,7006269.21,1716535.96,5289733.25,2023-08-13 18:15:00
