id,date,total_revenue,total_operating_cost,gross_profit,non_operating_income,non_operating_expense,pre_tax_income,tax_provision,net_income,operating_margin,net_margin,ebitda,created_at
169,2023-06-18,53990542.61,45902961.0,8087581.61,280305.41,355279.4,8012607.62,1963088.87,6049518.75,14.98,11.2,10449977.07,2023-06-18 18:10:00
170,2023-06-19,48579235.28,42414679.01,6164556.27,279194.05,364638.27,6079112.05,1489382.45,4589729.6,12.69,9.45,8015240.82,2023-06-19 18:10:00
171,2023-06-20,47364112.02,40222101.43,7142010.59,263008.38,413846.71,6991172.26,1712837.2,5278335.06,15.08,11.14,9104490.26,2023-06-20 18:10:00
172,2023-06-21,49541805.21,42038698.62,7503106.59,172760.94,220040.24,7455827.29,1826677.69,5629149.6,15.15,11.36,9554585.08,2023-06-21 18:10:00
173,2023-06-22,48933894.37,41553990.11,7379904.26,209106.71,273037.33,7315973.64,1792413.54,5523560.1,15.08,11.29,9401520.67,2023-06-22 18:10:00
174,2023-06-23,50746677.06,42038311.76,8708365.3,138973.94,585709.34,8261629.9,2024099.33,6237530.57,17.16,12.29,10743859.35,2023-06-23 18:10:00
175,2023-06-24,53210764.45,45236344.82,7974419.63,128389.96,410402.81,7692406.78,1884639.66,5807767.12,14.99,10.91,10237674.1,2023-06-24 18:10:00
176,2023-06-25,54642218.75,46482419.53,8159799.22,252568.3,383664.91,8028702.61,1967032.14,6061670.47,14.93,11.09,10433774.27,2023-06-25 18:10:00
177,2023-06-26,51247546.1,43367935.42,7879610.68,335017.23,399084.2,7815543.71,1914808.21,5900735.5,15.38,11.51,10060254.37,2023-06-26 18:10:00
178,2023-06-27,51408094.79,42432546.08,8975548.71,239032.53,171119.33,9043461.91,2215648.17,6827813.74,17.46,13.28,11026409.47,2023-06-27 18:10:00
179,2023-06-28,49053938.36,41741654.2,7312284.16,361145.06,230864.86,7442564.36,1823428.27,5619136.09,14.91,11.46,9221719.79,2023-06-28 18:10:00
180,2023-06-29,48571892.38,42075749.1,6496143.28,206617.26,193092.91,6509667.63,1594868.57,4914799.06,13.37,10.12,8519277.14,2023-06-29 18:10:00
181,2023-06-30,56841831.17,48769142.68,8072688.49,258449.91,388639.91,7942498.49,1945912.13,5996586.36,14.2,10.55,10321100.34,2023-06-30 18:10:00
182,2023-07-01,61943896.88,54784059.69,7159837.19,186667.29,325952.99,7020551.49,1720035.12,5300516.37,11.56,8.56,9797525.98,2023-07-01 18:10:00
183,2023-07-02,57747907.95,51118632.56,6629275.39,229786.67,357504.42,6501557.64,1592881.62,4908676.02,11.48,8.5,8812727.72,2023-07-02 18:10:00
184,2023-07-03,56470189.73,47304254.68,9165935.05,153321.8,303694.85,9015562.0,2208812.69,6806749.31,16.23,12.05,11441525.02,2023-07-03 18:10:00
185,2023-07-04,56114001.44,47779083.25,8334918.19,122440.42,154155.72,8303202.89,2034284.71,6268918.18,14.85,11.17,10583749.49,2023-07-04 18:10:00
186,2023-07-05,54214395.16,44353513.37,9860881.79,148580.14,421243.3,9588218.63,2349113.56,7239105.07,18.19,13.35,12056642.59,2023-07-05 18:10:00
187,2023-07-06,51142453.99,43604989.16,7537464.83,236682.81,126608.62,7647539.02,1873647.06,5773891.96,14.74,11.29,9654335.31,2023-07-06 18:10:00
188,2023-07-07,58355216.11,48886503.14,9468712.97,198112.49,265207.33,9401618.13,2303396.44,7098221.69,16.23,12.16,11895960.46,2023-07-07 18:10:00
189,2023-07-08,54464508.26,46851422.28,7613085.98,204252.3,183493.95,7633844.33,1870291.86,5763552.47,13.98,10.58,9898395.31,2023-07-08 18:10:00
190,2023-07-09,61539909.58,51834305.21,9705604.37,314764.69,260961.07,9759407.99,2391054.96,7368353.03,15.77,11.97,12298433.35,2023-07-09 18:10:00
191,2023-07-10,57182243.54,49372505.99,7809737.55,124474.45,366178.91,7568033.09,1854168.11,5713864.98,13.66,9.99,10139497.21,2023-07-10 18:10:00
192,2023-07-11,53140944.99,44097542.23,9043402.76,245593.75,450106.24,8838890.27,2165528.12,6673362.15,17.02,12.56,11390269.32,2023-07-11 18:10:00
193,2023-07-12,52863399.32,43786986.81,9076412.51,305133.52,152141.39,9229404.64,2261204.14,6968200.5,17.17,13.18,11353801.35,2023-07-12 18:10:00
194,2023-07-13,56125976.25,47961137.1,8164839.15,331246.49,274208.17,8221877.47,2014359.98,6207517.49,14.55,11.06,10439738.21,2023-07-13 18:10:00
195,2023-07-14,57279020.99,48216843.09,9062177.9,302138.28,143307.04,9221009.14,2259147.24,6961861.9,15.82,12.15,11398857.77,2023-07-14 18:10:00
196,2023-07-15,59423480.6,51207007.84,8216472.76,262754.38,284589.5,8194637.64,2007686.22,6186951.42,13.83,10.41,10623149.18,2023-07-15 18:10:00
197,2023-07-16,60462483.92,50551576.97,9910906.95,215511.97,371468.45,9754950.47,2389962.87,7364987.6,16.39,12.18,12422817.7,2023-07-16 18:10:00
198,2023-07-17,52794555.71,42692904.77,10101650.94,231053.36,397762.37,9934941.93,2434060.77,7500881.16,19.13,14.21,12189258.19,2023-07-17 18:10:00
199,2023-07-18,53637216.19,46069338.17,7567878.02,374398.22,107274.43,7835001.81,1919575.44,5915426.37,14.11,11.03,9703481.0,2023-07-18 18:10:00
200,2023-07-19,53762072.3,45963746.46,7798325.84,263950.23,381770.05,7680506.02,1881723.97,5798782.05,14.51,10.79,9827787.65,2023-07-19 18:10:00
201,2023-07-20,52165366.12,44255696.74,7909669.38,226380.85,211515.95,7924534.28,1941510.9,5983023.38,15.16,11.47,10017255.01,2023-07-20 18:10:00
202,2023-07-21,60150936.05,50126272.01,10024664.04,321539.18,214595.59,10131607.63,2482243.87,7649363.76,16.67,12.72,12586921.81,2023-07-21 18:10:00
203,2023-07-22,57184152.33,47705471.46,9478680.87,261593.84,350823.37,9389451.34,2300415.58,7089035.76,16.58,12.4,11810184.46,2023-07-22 18:10:00
204,2023-07-23,58392422.08,49556243.32,8836178.76,282542.8,423595.72,8695125.84,2130305.83,6564820.01,15.13,11.24,11221845.37,2023-07-23 18:10:00
205,2023-07-24,50112733.72,42604344.28,7508389.44,206961.8,290608.28,7424742.96,1819062.03,5605680.93,14.98,11.19,9583920.5,2023-07-24 18:10:00
206,2023-07-25,51052327.72,42155167.4,8897160.32,197960.17,194700.24,8900420.25,2180602.96,6719817.29,17.43,13.16,10913555.93,2023-07-25 18:10:00
207,2023-07-26,52107383.01,44148327.53,7959055.48,312331.67,302120.59,7969266.56,1952470.31,6016796.25,15.27,11.55,10097434.58,2023-07-26 18:10:00
208,2023-07-27,53097325.21,46040218.86,7057106.35,83600.44,241573.87,6899132.92,1690287.57,5208845.35,13.29,9.81,9305007.86,2023-07-27 18:10:00
209,2023-07-28,56709332.83,50235560.68,6473772.15,295903.78,408764.55,6360911.38,1558423.29,4802488.09,11.42,8.47,8824932.29,2023-07-28 18:10:00
210,2023-07-29,56913058.27,47394722.8,9518335.47,215408.56,463882.16,9269861.87,2271116.16,6998745.71,16.72,12.3,11935276.38,2023-07-29 18:10:00
211,2023-07-30,57890257.02,50183177.06,7707079.96,95066.3,464449.13,7337697.13,1797735.8,5539961.33,13.31,9.57,10190351.88,2023-07-30 18:10:00
212,2023-07-31,52365737.46,45532395.64,6833341.82,159091.61,312126.14,6680307.29,1636675.29,5043632.0,13.05,9.63,9032382.56,2023-07-31 18:10:00
213,2023-08-01,48898269.24,41564135.51,7334133.73,217398.32,403181.94,7148350.11,1751345.78,5397004.33,15.0,11.04,9286639.15,2023-08-01 18:10:00
214,2023-08-02,51188092.33,43846486.27,7341606.06,238138.21,202604.49,7377139.78,1807399.25,5569740.53,14.34,10.88,9413894.4,2023-08-02 18:10:00
215,2023-08-03,50782755.43,43609345.6,7173409.83,284891.6,485774.26,6972527.17,1708269.16,5264258.01,14.13,10.37,9402632.29,2023-08-03 18:10:00
216,2023-08-04,57595565.29,48911407.74,8684157.55,328987.44,227320.24,8785824.75,2152527.06,6633297.69,15.08,11.52,11072717.8,2023-08-04 18:10:00
217,2023-08-05,57646848.81,49383360.84,8263487.97,125665.95,115293.7,8273860.22,2027095.75,6246764.47,14.33,10.84,10642656.14,2023-08-05 18:10:00
218,2023-08-06,61104674.19,50430161.73,10674512.46,309571.88,533497.14,10450587.2,2560393.86,7890193.34,17.47,12.91,13100982.8,2023-08-06 18:10:00
219,2023-08-07,52177070.79,44177997.18,7999073.61,291816.75,238956.96,8051933.4,1972723.68,6079209.72,15.33,11.65,10131175.25,2023-08-07 18:10:00
220,2023-08-08,51564210.06,45659485.97,5904724.09,248971.8,321424.36,5832271.53,1428906.52,4403365.01,11.45,8.54,8074265.56,2023-08-08 18:10:00
221,2023-08-09,49897731.1,42943992.77,6953738.33,262145.83,196516.42,7019367.74,1719745.1,5299622.64,13.94,10.62,9000656.46,2023-08-09 18:10:00
222,2023-08-10,50662224.21,44064931.83,6597292.38,81121.31,543464.16,6134949.53,1503062.63,4631886.9,13.02,9.14,8634974.29,2023-08-10 18:10:00
223,2023-08-11,55779874.16,47955265.19,7824608.97,168158.33,537920.77,7454846.53,1826437.4,5628409.13,14.03,10.09,10087538.26,2023-08-11 18:10:00
224,2023-08-12,55309195.81,46573619.37,8735576.44,362223.82,502932.48,8594867.78,2105742.61,6489125.17,15.79,11.73,11102131.82,2023-08-12 18:10:00
225,2023-08-13,53813723.3,46726527.61,7087195.69,219583.54,332392.06,6974387.17,1708724.86,5265662.31,13.17,9.78,9347462.0,2023-08-13 18:10:00
226,2023-08-14,53101341.52,46267848.09,6833493.43,416030.74,422760.94,6826763.23,1672556.99,5154206.24,12.87,9.71,9053185.81,2023-08-14 18:10:00
227,2023-08-15,54367650.18,47266741.12,7100909.06,140397.19,320437.27,6920868.98,1695612.9,5225256.08,13.06,9.61,9365937.31,2023-08-15 18:10:00
228,2023-08-16,52757846.46,47002992.76,5754853.7,361162.19,434956.93,5681058.96,1391859.45,4289199.51,10.91,8.13,7824304.24,2023-08-16 18:10:00
229,2023-08-17,49664274.94,42780099.32,6884175.62,177993.86,257200.42,6804969.06,1667217.42,5137751.64,13.86,10.34,8940699.92,2023-08-17 18:10:00
230,2023-08-18,55198044.81,46293170.98,8904873.83,319798.37,506133.44,8718538.76,2136042.0,6582496.76,16.13,11.93,11256421.55,2023-08-18 18:10:00
231,2023-08-19,54876818.31,46691318.5,8185499.81,222631.21,278678.5,8129452.52,1991715.87,6137736.65,14.92,11.18,10413971.54,2023-08-19 18:10:00
232,2023-08-20,52835133.49,46181482.67,6653650.82,246925.91,280312.48,6620264.25,1621964.74,4998299.51,12.59,9.46,8897355.11,2023-08-20 18:10:00
233,2023-08-21,50409962.91,44018574.24,6391388.67,271876.81,255424.36,6407841.12,1569921.07,4837920.05,12.68,9.6,8499424.44,2023-08-21 18:10:00
234,2023-08-22,53035571.43,46455025.83,6580545.6,189865.76,338627.07,6431784.29,1575787.15,4855997.14,12.41,9.16,8820848.18,2023-08-22 18:10:00
235,2023-08-23,47293766.29,40695785.84,6597980.45,269652.96,247044.11,6620589.3,1622044.38,4998544.92,13.95,10.57,8540638.34,2023-08-23 18:10:00
236,2023-08-24,46889862.96,40642343.36,6247519.6,192304.21,327033.87,6112789.94,1497633.54,4615156.4,13.32,9.84,8232361.79,2023-08-24 18:10:00
237,2023-08-25,51086930.16,44351559.13,6735371.03,243535.22,257377.28,6721528.97,1646774.6,5074754.37,13.18,9.93,8717696.04,2023-08-25 18:10:00
238,2023-08-26,56386838.36,48495642.32,7891196.04,56386.84,427501.16,7520081.72,1842420.02,5677661.7,13.99,10.07,10205859.89,2023-08-26 18:10:00
239,2023-08-27,54631420.54,47750513.41,6880907.13,218197.73,493689.62,6605415.24,1618326.73,4987088.51,12.6,9.13,9179224.89,2023-08-27 18:10:00
240,2023-08-28,49439285.9,42979209.39,6460076.51,316179.71,304303.47,6471952.75,1585628.42,4886324.33,13.07,9.88,8509060.49,2023-08-28 18:10:00
241,2023-08-29,47117526.9,40404806.34,6712720.56,261126.08,491749.46,6482097.18,1588113.81,4893983.37,14.25,10.39,8721973.78,2023-08-29 18:10:00
242,2023-08-30,48704695.33,41884843.07,6819852.26,283939.53,402060.12,6701731.67,1641924.26,5059807.41,14.0,10.39,8805267.59,2023-08-30 18:10:00
243,2023-08-31,50410290.15,43163446.75,7246843.4,230877.95,518039.99,6959681.36,1705121.93,5254559.43,14.38,10.42,9272269.23,2023-08-31 18:10:00
244,2023-09-01,44689476.48,37754111.29,6935365.19,313470.39,262666.96,6986168.62,1711611.31,5274557.31,15.52,11.8,8657759.62,2023-09-01 18:10:00
245,2023-09-02,51096556.91,42328012.64,8768544.27,252041.84,136789.65,8883796.46,2176530.13,6707266.33,17.16,13.13,10842581.63,2023-09-02 18:10:00
246,2023-09-03,46113967.63,38885694.36,7228273.27,161853.1,211558.23,7178568.14,1758749.19,5419818.95,15.67,11.75,9154698.67,2023-09-03 18:10:00
247,2023-09-04,42863001.53,35211319.72,7651681.81,247864.36,205387.79,7694158.38,1885068.8,5809089.58,17.85,13.55,9457993.54,2023-09-04 18:10:00
248,2023-09-05,43824145.69,37691089.52,6133056.17,257856.78,179413.82,6211499.13,1521817.29,4689681.84,13.99,10.7,7837868.97,2023-09-05 18:10:00
249,2023-09-06,45537620.42,38150478.26,7387142.16,247924.42,91075.24,7543991.34,1848277.88,5695713.46,16.22,12.51,9334466.86,2023-09-06 18:10:00
250,2023-09-07,42852562.45,35516415.35,7336147.1,166936.41,344932.85,7158150.66,1753746.91,5404403.75,17.12,12.61,9030467.52,2023-09-07 18:10:00
251,2023-09-08,45360173.43,37957486.63,7402686.8,223272.22,103419.46,7522539.56,1843022.19,5679517.37,16.32,12.52,9254210.96,2023-09-08 18:10:00
252,2023-09-09,45310576.45,39487461.58,5823114.87,298596.12,356039.57,5765671.42,1412589.5,4353081.92,12.85,9.61,7642188.41,2023-09-09 18:10:00
253,2023-09-10,49508115.37,42179201.36,7328914.01,258250.42,513453.61,7073710.82,1733059.15,5340651.67,14.8,10.79,9389732.62,2023-09-10 18:10:00
254,2023-09-11,40774166.87,34181677.4,6592489.47,93101.95,181173.22,6504418.2,1593582.46,4910835.74,16.17,12.04,8269984.04,2023-09-11 18:10:00
255,2023-09-12,41741836.21,35377849.6,6363986.61,148469.64,282806.83,6229649.42,1526264.11,4703385.31,15.25,11.27,8117851.37,2023-09-12 18:10:00
256,2023-09-13,42463531.61,36649282.73,5814248.88,148074.67,220926.52,5741397.03,1406642.27,4334754.76,13.69,10.21,7672695.36,2023-09-13 18:10:00
257,2023-09-14,42164924.15,36001785.51,6163138.64,142033.17,322736.73,5982435.08,1465696.59,4516738.49,14.62,10.71,7917063.66,2023-09-14 18:10:00
258,2023-09-15,45008230.89,38483591.23,6524639.66,59999.28,162532.75,6422106.19,1573416.02,4848690.17,14.5,10.77,8331044.13,2023-09-15 18:10:00
259,2023-09-16,48920658.56,41952777.42,6967881.14,358875.41,280629.34,7046127.21,1726301.17,5319826.04,14.24,10.87,9007461.84,2023-09-16 18:10:00
260,2023-09-17,45199735.31,38944001.28,6255734.03,143986.86,372552.51,6027168.38,1476656.25,4550512.13,13.84,10.07,8240802.85,2023-09-17 18:10:00
261,2023-09-18,41418111.58,34530257.65,6887853.93,136434.47,244460.42,6779827.98,1661057.86,5118770.12,16.63,12.36,8626773.07,2023-09-18 18:10:00
262,2023-09-19,41212807.8,34998517.89,6214289.91,65422.75,113036.21,6166676.45,1510835.73,4655840.72,15.08,11.3,7962477.06,2023-09-19 18:10:00
263,2023-09-20,40800132.58,34770293.16,6029839.42,236626.22,346120.04,5920345.6,1450484.67,4469860.93,14.78,10.96,7605117.66,2023-09-20 18:10:00
264,2023-09-21,40208197.0,34114970.36,6093226.64,175456.62,137031.47,6131651.79,1502254.69,4629397.1,15.15,11.51,7765096.25,2023-09-21 18:10:00
265,2023-09-22,47529572.59,39828073.71,7701498.88,188864.92,292661.84,7597701.96,1861436.98,5736264.98,16.2,12.07,9631103.2,2023-09-22 18:10:00
266,2023-09-23,47480607.25,40754621.6,6725985.65,192438.8,340212.25,6578212.2,1611661.99,4966550.21,14.17,10.46,8624251.43,2023-09-23 18:10:00
267,2023-09-24,45605086.85,39586855.42,6018231.43,245433.2,284562.09,5979102.54,1464880.12,4514222.42,13.2,9.9,7886513.32,2023-09-24 18:10:00
268,2023-09-25,43037379.48,37418812.94,5618566.54,162679.91,476633.57,5304612.88,1299630.16,4004982.72,13.06,9.31,7390112.08,2023-09-25 18:10:00
269,2023-09-26,40751391.77,35159094.38,5592297.39,61805.53,304316.19,5349786.73,1310697.75,4039088.98,13.72,9.91,7224937.19,2023-09-26 18:10:00
270,2023-09-27,41114194.28,35226381.05,5887813.23,105363.18,230046.24,5763130.17,1411966.89,4351163.28,14.32,10.58,7585118.0,2023-09-27 18:10:00
271,2023-09-28,40138229.93,34551330.65,5586899.28,99735.18,289209.02,5397425.44,1322369.23,4075056.21,13.92,10.15,7222121.51,2023-09-28 18:10:00
272,2023-09-29,45286674.04,39339494.44,5947179.6,222492.38,290735.43,5878936.55,1440339.45,4438597.1,13.13,9.8,7851649.92,2023-09-29 18:10:00
273,2023-09-30,46339686.75,40300933.08,6038753.67,273173.78,282150.25,6029777.2,1477295.41,4552481.79,13.03,9.82,7954499.45,2023-09-30 18:10:00
274,2023-10-01,50569246.58,43962036.52,6607210.06,338748.64,328071.75,6617886.95,1621382.3,4996504.65,13.07,9.88,8709064.41,2023-10-01 18:10:00
275,2023-10-02,42832815.15,37480862.41,5351952.74,87706.97,219810.56,5219849.15,1278863.04,3940986.11,12.49,9.2,7171023.08,2023-10-02 18:10:00
276,2023-10-03,43118009.58,36800453.96,6317555.62,234148.26,277067.85,6274636.03,1537285.83,4737350.2,14.65,10.99,8121286.9,2023-10-03 18:10:00
277,2023-10-04,41504933.95,36705500.95,4799433.0,148479.47,207068.85,4740843.62,1161506.69,3579336.93,11.56,8.62,6500756.49,2023-10-04 18:10:00
278,2023-10-05,41097928.38,35599968.1,5497960.28,328783.43,90728.09,5736015.62,1405323.83,4330691.79,13.38,10.54,7054322.91,2023-10-05 18:10:00
279,2023-10-06,47683007.58,41092551.48,6590456.1,313531.57,394834.43,6509153.24,1594742.54,4914410.7,13.82,10.31,8582203.55,2023-10-06 18:10:00
280,2023-10-07,46336398.18,40165855.09,6170543.09,326803.35,225616.76,6271729.68,1536573.77,4735155.91,13.32,10.22,8006952.55,2023-10-07 18:10:00
281,2023-10-08,48133386.62,41330065.58,6803321.04,274536.46,302411.19,6775446.31,1659984.35,5115461.96,14.13,10.63,8770563.51,2023-10-08 18:10:00
282,2023-10-09,41494735.38,36528406.62,4966328.76,210495.83,185861.36,4990963.23,1222785.99,3768177.24,11.97,9.08,6690707.66,2023-10-09 18:10:00
283,2023-10-10,43859345.06,38517755.82,5341589.24,170881.51,199100.71,5313370.04,1301775.66,4011594.38,12.18,9.15,7227521.06,2023-10-10 18:10:00
284,2023-10-11,43937057.38,37632973.03,6304084.35,158218.17,172322.09,6289980.43,1541045.21,4748935.22,14.35,10.81,8226923.07,2023-10-11 18:10:00
285,2023-10-12,41718091.63,36507513.16,5210578.47,137663.13,329430.83,5018810.77,1229608.64,3789202.13,12.49,9.08,6863373.02,2023-10-12 18:10:00
286,2023-10-13,42341048.15,37969685.51,4371362.64,229757.92,354794.41,4246326.15,1040349.91,3205976.24,10.32,7.57,6023773.09,2023-10-13 18:10:00
287,2023-10-14,46738759.5,41453894.09,5284865.41,319721.35,282856.86,5321729.9,1303823.83,4017906.07,11.31,8.6,7223989.97,2023-10-14 18:10:00
288,2023-10-15,44242883.53,38377313.3,5865570.23,175413.66,217970.73,5823013.16,1426638.22,4396374.94,13.26,9.94,7695617.01,2023-10-15 18:10:00
289,2023-10-16,40473741.17,36276151.68,4197589.49,138277.6,105792.69,4230074.4,1036368.23,3193706.17,10.37,7.89,5784046.26,2023-10-16 18:10:00
290,2023-10-17,41538610.83,37214774.97,4323835.86,94489.74,315313.88,4103011.72,1005237.87,3097773.85,10.41,7.46,6025884.41,2023-10-17 18:10:00
291,2023-10-18,42486167.65,37480658.19,5005509.46,206781.77,197428.37,5014862.86,1228641.4,3786221.46,11.78,8.91,6785523.17,2023-10-18 18:10:00
292,2023-10-19,40844627.45,35148720.61,5695906.84,259114.28,153799.57,5801221.55,1421299.28,4379922.27,13.95,10.72,7295168.93,2023-10-19 18:10:00
293,2023-10-20,48316138.82,42777927.17,5538211.65,310140.86,292724.62,5555627.89,1361128.83,4194499.06,11.46,8.68,7447091.55,2023-10-20 18:10:00
294,2023-10-21,44873390.01,39601318.44,5272071.57,294713.08,239253.64,5327531.01,1305245.1,4022285.91,11.75,8.96,7068522.1,2023-10-21 18:10:00
295,2023-10-22,45350764.28,40252193.56,5098570.72,232336.95,134414.75,5196492.92,1273140.77,3923352.15,11.24,8.65,6943512.81,2023-10-22 18:10:00
296,2023-10-23,43814672.31,38016760.26,5797912.05,203093.4,141896.39,5859109.06,1435481.72,4423627.34,13.23,10.1,7639922.82,2023-10-23 18:10:00
297,2023-10-24,40935472.56,36135978.95,4799493.61,262944.03,273165.94,4789271.7,1173371.57,3615900.13,11.72,8.83,6457801.02,2023-10-24 18:10:00
298,2023-10-25,42767400.11,37052972.02,5714428.09,121241.65,200519.97,5635149.77,1380611.69,4254538.08,13.36,9.95,7471440.13,2023-10-25 18:10:00
299,2023-10-26,37878848.18,34199772.09,3679076.09,145406.77,265929.1,3558553.76,871845.67,2686708.09,9.71,7.09,5359732.81,2023-10-26 18:10:00
300,2023-10-27,47613851.49,41716500.25,5897351.24,336452.43,299636.95,5934166.72,1453870.85,4480295.87,12.39,9.41,7781218.73,2023-10-27 18:10:00
301,2023-10-28,47900020.83,43016686.81,4883334.02,138339.65,387754.69,4633918.98,1135310.15,3498608.83,10.19,7.3,6800317.28,2023-10-28 18:10:00
302,2023-10-29,42970220.45,38645833.76,4324386.69,191144.98,186306.41,4329225.26,1060660.19,3268565.07,10.06,7.61,6129872.17,2023-10-29 18:10:00
303,2023-10-30,43617797.1,38077047.9,5540749.2,237585.96,282008.06,5496327.1,1346600.14,4149726.96,12.7,9.51,7393723.28,2023-10-30 18:10:00
304,2023-10-31,40702719.05,35983843.44,4718875.61,188211.32,296175.34,4610911.59,1129673.34,3481238.25,11.59,8.55,6413012.38,2023-10-31 18:10:00
305,2023-11-01,45543700.23,39811878.0,5731822.23,283469.74,216221.68,5799070.29,1420772.22,4378298.07,12.59,9.61,7722694.55,2023-11-01 18:10:00
306,2023-11-02,43624076.64,38604713.18,5019363.46,296142.8,360090.86,4955415.4,1214076.77,3741338.63,11.51,8.58,6828723.69,2023-11-02 18:10:00
307,2023-11-03,47241299.28,41762426.95,5478872.33,246575.8,126013.55,5599434.58,1371861.47,4227573.11,11.6,8.95,7275735.04,2023-11-03 18:10:00
308,2023-11-04,52800904.51,45908434.23,6892470.28,347698.92,228845.35,7011323.85,1717774.34,5293549.51,13.05,10.03,9064989.55,2023-11-04 18:10:00
309,2023-11-05,47712745.91,43078042.0,4634703.91,148242.87,123701.23,4659245.55,1141515.16,3517730.39,9.71,7.37,6550061.7,2023-11-05 18:10:00
310,2023-11-06,47309447.98,42945441.67,4364006.31,201712.87,214229.01,4351490.17,1066115.09,3285375.08,9.22,6.94,6401894.73,2023-11-06 18:10:00
311,2023-11-07,44251335.36,39266782.31,4984553.05,354010.68,251826.91,5086736.82,1246250.52,3840486.3,11.26,8.68,6862886.65,2023-11-07 18:10:00
312,2023-11-08,45061700.1,39063395.32,5998304.78,334105.27,345307.87,5987102.18,1466840.03,4520262.15,13.31,10.03,7738383.23,2023-11-08 18:10:00
313,2023-11-09,47083820.07,41526061.95,5557758.12,121692.43,267879.6,5411570.95,1325834.88,4085736.07,11.8,8.68,7583561.94,2023-11-09 18:10:00
314,2023-11-10,52120191.06,46113309.87,6006881.19,233543.09,250659.16,5989765.12,1467492.45,4522272.67,11.53,8.68,8217249.07,2023-11-10 18:10:00
315,2023-11-11,48601449.05,42782835.41,5818613.64,228626.66,141019.75,5906220.55,1447024.03,4459196.52,11.97,9.18,7787619.06,2023-11-11 18:10:00
316,2023-11-12,51550775.41,45552149.14,5998626.27,264186.82,184120.95,6078692.14,1489279.57,4589412.57,11.64,8.9,8106142.45,2023-11-12 18:10:00
317,2023-11-13,44671644.16,39879338.85,4792305.31,286392.77,295744.68,4782953.4,1171823.58,3611129.82,10.73,8.08,6717128.98,2023-11-13 18:10:00
318,2023-11-14,45218952.94,39437176.27,5781776.67,328232.56,351030.64,5758978.59,1410949.75,4348028.84,12.79,9.62,7502029.18,2023-11-14 18:10:00
319,2023-11-15,44371264.44,39985947.95,4385316.49,202160.99,229024.77,4358452.71,1067820.91,3290631.8,9.88,7.42,6234182.64,2023-11-15 18:10:00
320,2023-11-16,44128274.2,39575134.92,4553139.28,272844.18,371649.61,4454333.85,1091311.79,3363022.06,10.32,7.62,6434773.94,2023-11-16 18:10:00
321,2023-11-17,52772127.84,46323162.27,6448965.57,288784.61,216374.44,6521375.74,1597737.06,4923638.68,12.22,9.33,8605600.45,2023-11-17 18:10:00
322,2023-11-18,49535839.55,43895949.18,5639890.37,221341.18,258523.52,5602708.03,1372663.47,4230044.56,11.39,8.54,7719001.93,2023-11-18 18:10:00
323,2023-11-19,52259932.34,47806180.28,4453752.06,102051.25,281561.3,4274242.01,1047189.29,3227052.72,8.52,6.18,6604495.56,2023-11-19 18:10:00
324,2023-11-20,45405578.43,40485847.56,4919730.87,273691.68,411321.31,4782101.24,1171614.8,3610486.44,10.84,7.95,6727959.95,2023-11-20 18:10:00
325,2023-11-21,46562909.04,41084018.76,5478890.28,251802.46,291824.57,5438868.17,1332522.7,4106345.47,11.77,8.82,7331463.36,2023-11-21 18:10:00
326,2023-11-22,44493535.58,39024920.65,5468614.93,226222.21,106923.95,5587913.19,1369038.73,4218874.46,12.29,9.48,7340364.26,2023-11-22 18:10:00
327,2023-11-23,42174344.84,37078844.94,5095499.9,127708.18,333316.86,4889891.22,1198023.35,3691867.87,12.08,8.75,6784432.27,2023-11-23 18:10:00
328,2023-11-24,51549015.8,45926832.65,5622183.15,383457.97,499605.59,5506035.53,1348978.7,4157056.83,10.91,8.06,7617806.83,2023-11-24 18:10:00
329,2023-11-25,50428792.55,44741791.07,5687001.48,238463.03,277384.51,5648080.0,1383779.6,4264300.4,11.28,8.46,7763840.6,2023-11-25 18:10:00
330,2023-11-26,48420172.91,43055681.4,5364491.51,134992.37,203647.27,5295836.61,1297479.97,3998356.64,11.08,8.26,7312453.36,2023-11-26 18:10:00
331,2023-11-27,49795982.58,44133322.84,5662659.74,126806.44,384848.99,5404617.19,1324131.21,4080485.98,11.37,8.19,7614728.87,2023-11-27 18:10:00
332,2023-11-28,47016521.61,41241536.08,5774985.53,259352.94,466804.91,5567533.56,1364045.72,4203487.84,12.28,8.94,7707722.89,2023-11-28 18:10:00
333,2023-11-29,45722393.5,41374351.23,4348042.27,254256.5,351946.46,4250352.31,1041336.32,3209015.99,9.51,7.02,6275283.0,2023-11-29 18:10:00
334,2023-11-30,45034770.43,40807609.92,4227160.51,171379.13,124025.19,4274514.45,1047256.04,3227258.41,9.39,7.17,6074947.28,2023-11-30 18:10:00
335,2023-12-01,55065360.91,48566397.52,6498963.39,286006.06,413505.82,6371463.63,1561008.59,4810455.04,11.8,8.74,8668573.78,2023-12-01 18:10:00
336,2023-12-02,55378267.8,50852577.23,4525690.57,304658.53,377038.22,4453310.88,1091061.17,3362249.71,8.17,6.07,6836221.72,2023-12-02 18:10:00
337,2023-12-03,54200159.88,48841338.96,5358820.92,255276.67,221718.73,5392378.86,1321132.82,4071246.04,9.89,7.51,7665185.94,2023-12-03 18:10:00
