id,date,passenger_mainline,passenger_regional,cargo_mail,ancillary_bags,ancillary_seats,ancillary_wifi,ancillary_other,loyalty_program,contract_carrier,total_revenue,load_factor,rasm,asm,rpm,created_at
264,2023-09-21,24511360.26,5879144.26,2342522.42,2058094.24,1326869.67,922345.4,606209.75,886499.97,1675151.03,40208197.0,75.2,7.9098,508333289,382516610,2023-09-21 18:00:00
265,2023-09-22,29394986.65,6300215.11,2323665.63,3020094.49,1636501.76,990961.41,791672.87,1670739.68,1400734.99,47529572.59,77.5,8.553,555705196,430904495,2023-09-22 18:00:00
266,2023-09-23,28782122.99,7464847.08,2390689.24,2218989.82,1806327.29,941433.92,792146.45,1368931.49,1715118.97,47480607.25,79.0,8.1808,580393863,458724219,2023-09-23 18:00:00
267,2023-09-24,27691390.1,7315852.88,1914106.54,2559467.37,1792899.96,860015.51,667894.34,1336720.63,1466739.52,45605086.85,75.8,8.2156,555105180,420767947,2023-09-24 18:00:00
268,2023-09-25,25711172.54,7287030.65,1975141.35,2170108.2,1700739.3,901265.13,557121.05,1156346.36,1578454.9,43037379.48,76.4,8.175,526451030,401981858,2023-09-25 18:00:00
269,2023-09-26,24666673.64,6565099.59,2116921.46,2015824.11,1462291.5,548885.85,621069.92,1192113.81,1562511.89,40751391.77,74.8,7.9739,511056882,382324621,2023-09-26 18:00:00
270,2023-09-27,24984132.29,6461567.8,2230633.29,2281629.75,1604704.18,836497.04,435273.49,960114.48,1319641.96,41114194.28,75.7,8.1454,504752660,381910732,2023-09-27 18:00:00
271,2023-09-28,24750271.0,5876482.58,2328861.34,2029726.79,1632652.34,594873.33,361882.9,1034447.41,1529032.24,40138229.93,73.8,7.9683,503725620,371766738,2023-09-28 18:00:00
272,2023-09-29,27760210.73,7359710.13,2322203.76,1665612.64,1710155.38,714621.21,659209.24,1291565.72,1803385.23,45286674.04,79.2,8.2197,550956033,436336331,2023-09-29 18:00:00
273,2023-09-30,29341409.04,7099801.85,2470799.1,1760484.54,1726998.22,887447.63,527478.91,1016549.12,1508718.34,46339686.75,79.0,8.2835,559424679,442189353,2023-09-30 18:00:00
274,2023-10-01,30967149.44,7778784.32,2555327.96,3026240.57,1499975.65,1019837.44,673187.83,1377648.33,1671095.04,50569246.58,78.6,8.3958,602312529,473708476,2023-10-01 18:00:00
275,2023-10-02,25993030.61,6471000.64,2181463.39,2529189.06,1684176.65,607865.05,584284.55,1148350.73,1633454.47,42832815.15,73.1,7.6544,559586946,409215068,2023-10-02 18:00:00
276,2023-10-03,26735654.46,5535814.6,2394812.25,2777123.58,1613159.6,693785.43,614718.95,1189377.0,1563563.71,43118009.58,75.9,8.1437,529465075,401815267,2023-10-03 18:00:00
277,2023-10-04,26091950.63,5442757.98,2195069.41,2213242.34,1479180.68,740753.83,671898.16,1128335.73,1541745.19,41504933.95,75.3,8.2034,505949478,381146551,2023-10-04 18:00:00
278,2023-10-05,25453312.6,5709085.94,2324072.56,1834513.19,1787385.85,693718.22,644689.16,1044108.64,1607042.22,41097928.38,72.9,8.0491,510589143,372082878,2023-10-05 18:00:00
279,2023-10-06,29808993.32,7230686.26,2425291.29,2408690.71,1448041.33,936483.16,679048.88,1099649.02,1646123.61,47683007.58,77.2,8.2217,579968275,447875653,2023-10-06 18:00:00
280,2023-10-07,28673793.94,7071215.6,1723149.25,2440548.33,2097553.7,1146951.76,580126.45,1339746.76,1263312.39,46336398.18,77.6,7.986,580222955,450519059,2023-10-07 18:00:00
281,2023-10-08,29800273.14,7053815.3,2831980.6,2232923.08,1782706.39,884391.13,668451.37,1326093.68,1552751.93,48133386.62,77.8,8.4017,572899439,445900173,2023-10-08 18:00:00
282,2023-10-09,25531611.9,5674480.21,2486611.46,2591094.71,1596750.72,639802.13,500806.61,998888.37,1474689.27,41494735.38,74.8,8.2219,504685806,377684423,2023-10-09 18:00:00
283,2023-10-10,26619491.84,6756025.62,2270005.36,2858801.09,1513042.52,607296.2,564713.47,1232819.66,1437149.3,43859345.06,74.9,8.1797,536196456,401781514,2023-10-10 18:00:00
284,2023-10-11,26785994.8,6219446.91,2756624.77,2404921.8,1249926.04,715158.86,869813.4,1192653.09,1742517.71,43937057.38,76.3,8.3981,523178785,399246374,2023-10-11 18:00:00
285,2023-10-12,25081742.51,7054328.32,2326599.39,2129223.3,1476891.27,607956.37,570076.88,1095943.74,1375329.85,41718091.63,76.0,8.1956,509030547,386747177,2023-10-12 18:00:00
286,2023-10-13,26678151.2,6018388.86,2423270.87,1922169.6,1672132.07,796881.69,634966.15,939485.12,1255602.59,42341048.15,73.5,7.6932,550372209,404687689,2023-10-13 18:00:00
287,2023-10-14,29019941.5,6088663.33,2308941.66,2915469.24,1898188.67,865028.93,556546.68,1433986.68,1651992.81,46738759.5,76.6,8.0786,578548084,442909856,2023-10-14 18:00:00
288,2023-10-15,27154472.11,6697031.29,2725410.38,2328850.84,1586248.43,710016.87,708196.61,1081691.47,1250965.53,44242883.53,76.7,7.8436,564063940,432674195,2023-10-15 18:00:00
289,2023-10-16,25815196.32,5122087.55,2391689.68,2119643.33,1096105.01,927793.51,646440.65,1195665.7,1159119.42,40473741.17,72.3,7.6878,526465212,380483320,2023-10-16 18:00:00
290,2023-10-17,25315787.82,6293345.98,2445504.93,2273654.98,1206720.3,634368.35,634651.87,1062216.48,1672360.12,41538610.83,74.5,8.008,518716693,386228122,2023-10-17 18:00:00
291,2023-10-18,25951548.45,5855668.29,2654412.79,2053880.41,1983117.6,714245.67,593241.11,1143330.95,1536722.38,42486167.65,75.8,8.3147,510975817,387408356,2023-10-18 18:00:00
292,2023-10-19,24605856.68,6048265.89,2539409.62,2127637.71,1261289.13,751872.57,643117.38,1273635.13,1593543.34,40844627.45,73.0,7.7395,527740149,385199712,2023-10-19 18:00:00
293,2023-10-20,30036596.92,6943464.77,2419871.68,2119842.78,2145105.49,948201.89,813593.51,1461523.47,1427938.31,48316138.82,77.2,8.3072,581618120,448866354,2023-10-20 18:00:00
294,2023-10-21,27640778.39,6239746.52,2651302.31,2649945.52,1451895.63,915194.63,639397.42,1427651.72,1257477.87,44873390.01,75.7,8.4875,528698759,399972784,2023-10-21 18:00:00
295,2023-10-22,28070052.87,6276130.63,2934946.03,2356646.26,1643230.8,834073.16,604672.46,1337592.12,1293419.95,45350764.28,75.9,8.1262,558078559,423730248,2023-10-22 18:00:00
296,2023-10-23,26980748.23,5655721.16,2506092.39,2606016.74,1753793.59,868878.59,690121.24,1294555.67,1458744.7,43814672.31,76.0,8.221,532957707,404992312,2023-10-23 18:00:00
297,2023-10-24,26070687.2,5451953.6,2471373.58,2163570.83,1393176.97,660619.93,479270.45,967074.02,1277745.98,40935472.56,73.6,7.8111,524066611,385459379,2023-10-24 18:00:00
298,2023-10-25,26316344.78,5780174.45,2486424.63,2201046.52,1914190.95,833499.9,503383.22,1168771.37,1563564.29,42767400.11,74.7,8.4132,508336370,379958610,2023-10-25 18:00:00
299,2023-10-26,23298003.1,5041935.65,2714961.55,1697884.51,1411994.74,736657.62,507588.9,1045508.5,1424313.61,37878848.18,71.9,7.6222,496952818,357487151,2023-10-26 18:00:00
300,2023-10-27,29234095.96,6967105.07,2343713.5,2707006.24,1861826.22,995466.18,439522.11,1523632.09,1541484.12,47613851.49,78.9,8.4752,561805007,443313622,2023-10-27 18:00:00
301,2023-10-28,30527462.87,6580889.71,2411145.12,2327462.63,1766292.87,651036.49,772661.72,1326993.81,1536075.61,47900020.83,77.4,7.9591,601824236,465765363,2023-10-28 18:00:00
302,2023-10-29,26540012.84,6442180.51,2166508.49,2126804.53,1732260.33,646813.75,481657.29,1255987.46,1577995.25,42970220.45,76.4,8.0213,535700211,409529283,2023-10-29 18:00:00
303,2023-10-30,27267400.19,5526511.15,2240240.42,2318014.56,1980440.6,853266.86,548457.47,1285079.49,1598386.36,43617797.1,74.9,8.026,543458964,406816573,2023-10-30 18:00:00
304,2023-10-31,26129529.6,4597987.57,2376145.37,2252685.33,1540328.26,454511.2,552558.07,1353205.9,1445767.75,40702719.05,72.5,7.9187,514009223,372536655,2023-10-31 18:00:00
305,2023-11-01,28302566.34,6225504.73,2614504.36,1922848.92,2089796.47,848172.01,627104.13,1282991.55,1630211.72,45543700.23,75.6,8.3956,542474136,410067451,2023-11-01 18:00:00
306,2023-11-02,25903119.23,6840308.52,3002935.51,2141979.22,1427449.24,835096.3,534261.86,1298754.8,1640171.96,43624076.64,73.8,8.121,537173576,396387414,2023-11-02 18:00:00
307,2023-11-03,29117572.54,7141980.78,2747944.86,2706545.4,1925043.33,748161.44,632739.87,1091200.67,1130110.39,47241299.28,76.4,8.1109,582439611,445244375,2023-11-03 18:00:00
308,2023-11-04,34124179.69,6625211.47,2446664.7,2771450.52,2180975.79,896757.51,742592.98,1294326.82,1718745.03,52800904.51,76.1,8.3971,628802237,478591625,2023-11-04 18:00:00
309,2023-11-05,30433809.75,6692364.97,2489520.85,2518479.39,1565860.4,721386.31,615124.39,1052500.91,1623698.94,47712745.91,76.0,7.8938,604434960,459487450,2023-11-05 18:00:00
310,2023-11-06,29131363.23,6454870.03,2938843.86,2523476.97,1797710.34,754904.66,550793.16,1454526.78,1702958.95,47309447.98,75.1,8.0237,589624624,442611975,2023-11-06 18:00:00
311,2023-11-07,27374546.47,5916213.52,2890788.81,2292355.35,1644085.9,712551.94,720659.46,1351435.77,1348698.14,44251335.36,74.6,7.7801,568773806,424076381,2023-11-07 18:00:00
312,2023-11-08,28594429.02,6060026.16,2661846.46,2135856.44,1520493.4,722542.19,388380.32,1443565.1,1534561.01,45061700.1,75.1,8.1778,551022540,413580088,2023-11-08 18:00:00
313,2023-11-09,29988365.61,6056192.35,2565725.24,2538111.47,1885189.2,751187.19,635067.8,1277899.95,1386081.26,47083820.07,74.3,8.0591,584229639,434017128,2023-11-09 18:00:00
314,2023-11-10,32888129.46,6489495.44,2903595.09,3122423.08,2011777.28,885216.26,661853.94,1420183.81,1737516.7,52120191.06,77.4,8.7344,596720586,462114313,2023-11-10 18:00:00
315,2023-11-11,31155314.25,6503400.4,2455778.78,2320704.54,1851227.1,837067.98,737607.24,1414288.07,1326060.69,48601449.05,76.4,7.8264,620995146,474151879,2023-11-11 18:00:00
316,2023-11-12,32511258.04,6881929.78,2755423.64,2641708.16,1932839.16,1154036.77,526124.12,1730200.27,1417255.47,51550775.41,79.6,8.7434,589594069,469105103,2023-11-12 18:00:00
317,2023-11-13,27591121.44,5837997.3,3161862.39,1964037.75,1635599.41,729047.36,551846.12,1502864.67,1697267.72,44671644.16,72.5,7.9416,562503908,408049629,2023-11-13 18:00:00
318,2023-11-14,27776873.48,6233235.33,2723189.48,2622520.72,1584904.04,815990.13,599718.28,1387983.77,1474537.71,45218952.94,76.0,8.3922,538820635,409361391,2023-11-14 18:00:00
319,2023-11-15,27297339.66,6457216.53,2516386.95,2295062.54,1668377.17,701336.03,717382.12,1300857.41,1417306.03,44371264.44,76.1,7.9081,561087993,427222382,2023-11-15 18:00:00
320,2023-11-16,27852547.76,5243036.15,2774668.79,2130664.3,1527675.65,714184.36,649764.84,1467186.25,1768546.1,44128274.2,73.5,8.2223,536688861,394573855,2023-11-16 18:00:00
321,2023-11-17,32951954.54,7246830.58,2588882.15,2831319.45,2636156.36,698005.37,568950.0,1473637.36,1776392.03,52772127.84,79.8,8.7347,604165630,481898200,2023-11-17 18:00:00
322,2023-11-18,31982836.21,6790269.39,2393114.92,2333595.59,1558374.38,694492.42,641258.84,1408693.37,1733204.43,49535839.55,78.3,8.2018,603960981,473078927,2023-11-18 18:00:00
323,2023-11-19,32984011.3,7279936.25,2848201.65,2462752.68,1824745.15,764305.74,842550.36,1495986.18,1757443.03,52259932.34,78.3,8.4643,617412634,483742572,2023-11-19 18:00:00
324,2023-11-20,28193468.77,6703414.91,2941790.93,1984782.55,1577539.13,810133.33,484840.28,1158932.8,1550675.73,45405578.43,74.8,7.8878,575641305,430409729,2023-11-20 18:00:00
325,2023-11-21,28765473.12,6420446.94,2636360.61,2138201.12,2195494.45,929259.82,623791.45,1298040.63,1555840.9,46562909.04,74.5,7.9988,582124256,433862189,2023-11-21 18:00:00
326,2023-11-22,28183929.87,5696192.22,2625144.6,2778185.11,1393383.13,587729.13,619018.26,1138996.02,1470957.24,44493535.58,74.6,7.965,558612267,416709794,2023-11-22 18:00:00
327,2023-11-23,25995655.89,5851088.92,2501525.92,2019051.83,1648316.39,670783.92,531789.69,1329028.92,1627103.36,42174344.84,75.4,7.9293,531877751,400911980,2023-11-23 18:00:00
328,2023-11-24,31497861.49,7823178.17,2680539.19,2824169.17,1952462.74,709723.58,1032594.62,1534526.58,1493960.26,51549015.8,79.2,8.7197,591180443,467927123,2023-11-24 18:00:00
329,2023-11-25,31589817.61,7159439.37,2593905.24,2420948.4,1979696.54,851121.03,642823.54,1678929.69,1512111.13,50428792.55,77.8,8.5731,588219678,457350278,2023-11-25 18:00:00
330,2023-11-26,30549159.03,5827986.3,2499125.08,2828709.69,2135103.49,986831.87,727041.29,1156395.22,1709820.94,48420172.91,76.5,8.2148,589423134,450948354,2023-11-26 18:00:00
331,2023-11-27,30543229.05,6810277.08,3133951.52,2282775.89,2129676.58,800613.49,578329.8,1695408.36,1821720.81,49795982.58,76.2,8.4282,590825327,449963423,2023-11-27 18:00:00
332,2023-11-28,28353643.23,7591640.91,2826411.9,2421182.22,1598928.44,788512.89,683634.46,1081340.55,1671227.01,47016521.61,76.3,8.3235,564861642,431245968,2023-11-28 18:00:00
333,2023-11-29,28478726.72,5435921.08,2852349.7,2435743.15,1752926.56,963176.56,725727.68,1139389.99,1938432.06,45722393.5,76.1,8.507,537466317,409004868,2023-11-29 18:00:00
334,2023-11-30,27882960.53,5916811.34,2923051.07,3019112.69,1257164.16,831793.43,547848.42,1196064.47,1459964.32,45034770.43,76.3,8.284,543636619,414701845,2023-11-30 18:00:00
335,2023-12-01,34392360.28,7581697.92,3112247.05,3140168.76,2090805.96,858420.68,749106.63,1806926.58,1333627.05,55065360.91,77.6,8.6174,639004404,496126208,2023-12-01 18:00:00
336,2023-12-02,35126570.05,7586557.34,2837143.19,2777491.61,1884473.2,1005872.56,646992.11,1655440.34,1857727.4,55378267.8,76.9,8.7469,633119098,487059609,2023-12-02 18:00:00
337,2023-12-03,34931610.94,6427664.56,3000746.17,3208485.57,2043811.55,862454.63,608591.97,1564267.36,1552527.13,54200159.88,77.1,8.5702,632426667,487502757,2023-12-03 18:00:00
338,2023-12-04,33377664.6,7004066.8,2875972.06,3550774.19,1552629.66,990713.44,872731.86,1403092.31,1654805.51,53282450.43,73.7,8.6629,615065367,453592525,2023-12-04 18:00:00
339,2023-12-05,33872834.18,6538175.15,3044850.47,2327186.97,2142083.43,1018263.48,670140.02,1325116.26,1347625.38,52286275.34,76.1,8.4556,618363398,470445509,2023-12-05 18:00:00
340,2023-12-06,32000489.4,6611900.27,3024489.94,2450443.22,1485701.14,721014.59,395063.66,1653245.66,1526374.15,49868722.03,75.8,8.2722,602843857,456845300,2023-12-06 18:00:00
341,2023-12-07,31104409.27,6367339.59,2856084.19,2570189.2,1903163.0,892715.14,903938.45,1555008.84,1402562.67,49555410.35,75.4,8.7994,563170981,424871289,2023-12-07 18:00:00
342,2023-12-08,35114851.06,7471295.02,2634905.2,2838302.43,1762342.57,966701.56,659864.89,1852738.62,1621828.85,54922830.2,75.0,8.4784,647795316,485940359,2023-12-08 18:00:00
343,2023-12-09,36894640.67,7813087.67,2985064.32,3013275.07,1962900.83,1113432.65,775322.72,1770355.78,1629990.69,57958070.4,77.2,8.7514,662272213,510987360,2023-12-09 18:00:00
344,2023-12-10,38963192.26,7251196.08,2904299.81,2803700.82,2697727.93,1220537.12,1112930.05,1277583.11,1729470.67,59960637.85,80.1,9.1232,657236042,526395769,2023-12-10 18:00:00
345,2023-12-11,33807565.45,7900930.46,2507661.14,3348286.43,2187462.52,1011177.47,724598.62,1344766.42,1965539.92,54797988.43,75.5,8.5263,642696905,485526680,2023-12-11 18:00:00
346,2023-12-12,30295964.75,7324214.26,3076354.16,2144164.0,2096287.63,811544.87,646717.46,1464033.0,1849982.39,49709262.52,76.9,8.813,564044377,433594297,2023-12-12 18:00:00
347,2023-12-13,31417369.76,6368086.79,3186468.47,2607574.83,2277062.38,996977.45,536838.27,1387121.33,1377936.13,50155435.41,74.9,8.572,585109331,438066546,2023-12-13 18:00:00
348,2023-12-14,33996716.33,7033112.82,3558324.5,3245268.95,1829611.15,833182.99,525611.85,1468854.99,1835837.73,54326521.31,78.4,8.7721,619308222,485315607,2023-12-14 18:00:00
349,2023-12-15,34832122.15,7503757.74,2868558.64,2950216.36,2507626.24,791313.09,743124.34,1410138.97,1733945.47,55340803.0,79.1,8.9933,615358195,486538269,2023-12-15 18:00:00
350,2023-12-16,41004447.82,7847848.92,2835016.27,3083782.89,1979528.87,624040.67,961605.11,2080481.53,1690914.28,62107666.36,79.7,8.9421,694551563,553480975,2023-12-16 18:00:00
351,2023-12-17,39023200.68,8441116.67,2701002.75,2790675.65,2574313.83,1081701.12,906200.73,1884077.72,1706339.33,61108628.48,82.2,9.25,660636009,543275587,2023-12-17 18:00:00
352,2023-12-18,35104886.86,7216191.14,3014855.51,2903174.43,1967744.69,867575.65,704729.05,1702796.1,1752998.7,55234952.13,78.9,8.73,632701640,499002279,2023-12-18 18:00:00
353,2023-12-19,31709977.07,6919882.5,3014567.1,2455294.15,1666600.25,938330.5,700188.99,1358201.38,1568941.8,50331983.74,76.8,8.4603,594917524,456815602,2023-12-19 18:00:00
354,2023-12-20,34838184.51,7607176.89,2775040.73,3032744.47,2261547.19,700773.23,510419.82,1633264.21,1673559.72,55032710.77,76.5,8.958,614343668,470272809,2023-12-20 18:00:00
355,2023-12-21,34846252.46,7772911.54,2927115.52,2473578.25,2354199.3,885488.08,830757.94,1369847.14,1954086.38,55414236.61,77.0,8.7637,632319097,486742316,2023-12-21 18:00:00
356,2023-12-22,38388117.16,6943104.08,2499511.34,3575099.07,2584370.47,1147078.39,869322.84,1740934.13,1566474.06,59314011.54,80.6,9.0554,655010783,527859740,2023-12-22 18:00:00
357,2023-12-23,37884905.47,9285120.1,3190533.4,3263992.79,2338213.9,904716.37,1132555.75,1263853.79,1499543.4,60763434.97,80.0,9.0095,674438214,539271426,2023-12-23 18:00:00
358,2023-12-24,37179441.58,7845054.46,2787942.61,3230832.65,2270015.28,1101888.11,819060.07,1418745.9,1698330.25,58351310.91,79.7,8.7967,663331907,528808470,2023-12-24 18:00:00
359,2023-12-25,35158653.26,8307867.99,2963521.11,3495148.71,2257710.55,906105.63,640918.43,1560637.8,1478872.1,56769435.58,79.6,9.3789,605290901,481599545,2023-12-25 18:00:00
360,2023-12-26,33807235.24,7338565.62,2633056.52,2725608.44,2110589.5,942165.95,736899.94,1956613.71,1357278.17,53608013.09,77.8,8.8333,606884229,472021298,2023-12-26 18:00:00
361,2023-12-27,36003916.32,7716761.73,2834253.62,2799010.45,2316162.42,1093821.73,744877.85,1332011.14,1640274.0,56481089.26,80.8,9.3944,601219202,485696727,2023-12-27 18:00:00
362,2023-12-28,34565675.68,8732799.53,2906601.96,2748744.23,2130351.57,1099575.21,820548.75,1375095.06,2008431.05,56387823.04,78.2,9.0341,624169241,488387097,2023-12-28 18:00:00
363,2023-12-29,41990757.22,8556235.9,2970675.64,3488371.0,2802558.48,1191276.51,928313.53,1977087.52,1703073.81,65608349.61,82.9,9.7227,674796873,559345514,2023-12-29 18:00:00
364,2023-12-30,38578290.38,8256501.94,3087646.13,3244061.98,1812498.26,954579.63,654296.03,2115907.91,1747665.45,60451447.71,81.3,9.2555,653139331,530930687,2023-12-30 18:00:00
365,2023-12-31,39134219.14,9485864.61,3315935.41,3001321.55,2306954.87,1024058.16,604898.68,1839733.39,1273637.94,61986623.75,82.1,9.3881,660267440,542261795,2023-12-31 18:00:00
366,2024-01-01,30559233.94,6031281.53,2645530.56,1979295.53,1495239.73,933518.02,704440.24,1513009.35,1513566.09,47375114.99,77.7,8.6211,549527173,427214895,2024-01-01 18:00:00
367,2024-01-02,28207034.28,5574416.03,2691275.75,2239376.48,1754861.6,674570.82,776608.99,1249909.57,1454075.82,44622129.34,77.7,8.8424,504637618,392098460,2024-01-02 18:00:00
368,2024-01-03,28359079.27,5543662.65,2787801.13,2512564.98,2074053.78,773855.0,632900.68,1232113.86,1323230.09,45239261.44,79.4,9.0697,498794681,395976834,2024-01-03 18:00:00
369,2024-01-04,29425130.26,6469472.19,2612321.31,2541230.26,1653907.76,778484.89,743078.39,1365647.42,1469033.75,47058306.23,80.1,8.9522,525660125,421225577,2024-01-04 18:00:00
370,2024-01-05,33881447.23,7024292.12,2490758.32,3286349.43,2067378.7,934672.34,882653.6,1447027.59,1467320.47,53481899.8,81.6,9.403,568772320,464150888,2024-01-05 18:00:00
371,2024-01-06,31914614.11,6708521.24,2699292.41,3336828.18,2108020.7,764765.75,736179.75,1583646.13,1255144.21,51107012.48,80.1,8.945,571344662,457786408,2024-01-06 18:00:00
372,2024-01-07,33439287.76,6365026.44,2711501.85,3096255.26,1453211.81,688589.26,626720.27,1269644.3,1495228.29,51145465.24,80.1,8.7651,583510039,467659375,2024-01-07 18:00:00
373,2024-01-08,30034099.64,6101326.58,2626086.73,2968126.1,1676597.03,903514.93,684213.8,1515218.38,1644537.66,48153720.85,77.7,8.8595,543527465,422186319,2024-01-08 18:00:00
374,2024-01-09,28909157.11,7020841.81,2205435.11,2678946.34,1818852.15,920945.31,775583.3,1335503.76,1398632.38,47063897.27,77.4,8.8308,532954211,412376766,2024-01-09 18:00:00
375,2024-01-10,29149721.57,6337469.43,2327167.62,2976157.21,1165988.86,607226.6,703078.52,1309591.92,1288256.59,45864658.32,79.7,8.7596,523592238,417493883,2024-01-10 18:00:00
376,2024-01-11,32506138.15,6874047.5,2439458.91,3364662.78,1696350.11,958141.33,812425.31,1228246.94,1407322.53,51286793.56,81.1,9.1111,562907072,456307256,2024-01-11 18:00:00
377,2024-01-12,31396671.85,8148121.2,2648911.74,2967351.31,2160306.52,1015140.17,632637.13,1290436.39,1585433.46,51845009.77,82.3,9.3388,555157942,456912340,2024-01-12 18:00:00
378,2024-01-13,29489715.5,6926125.22,2488160.07,2714935.31,2006007.68,896005.02,624904.32,1533266.37,1226356.57,47905476.06,79.7,8.8625,540541088,430878566,2024-01-13 18:00:00
379,2024-01-14,35316971.92,6474676.01,2717943.91,2929460.82,2224776.61,930013.1,760201.03,1587745.28,1537798.58,54479587.26,82.3,9.1997,592186932,487374395,2024-01-14 18:00:00
380,2024-01-15,29215329.83,6533388.44,2752237.49,2471226.21,1959109.35,707771.0,636737.83,1384572.69,1320969.67,46981342.51,79.9,8.9286,526189546,420625304,2024-01-15 18:00:00
381,2024-01-16,30061544.59,6284991.2,2727785.0,2453672.17,1855423.6,851460.55,801796.51,1250630.6,1479734.39,47767038.61,82.8,9.0981,525023971,434462894,2024-01-16 18:00:00
382,2024-01-17,30124437.76,6655047.44,2727639.12,2747725.76,1941313.94,873341.8,379908.48,1381347.86,1340586.37,48171348.53,78.6,8.9399,538833233,423461514,2024-01-17 18:00:00
383,2024-01-18,28840888.17,6289975.62,2280083.6,2243720.72,1657623.42,818597.56,638022.55,1128810.44,1340122.94,45237845.02,80.0,8.9727,504174063,403179864,2024-01-18 18:00:00
384,2024-01-19,33165275.54,7239408.08,2580853.16,2755667.52,2020644.21,904730.86,719089.99,1542165.79,1700783.86,52628619.01,85.1,9.7259,541119342,460400068,2024-01-19 18:00:00
385,2024-01-20,32808122.69,7508691.92,2362693.83,2016003.4,1802512.28,776548.35,541793.19,1569973.8,1194818.94,50581158.4,83.7,9.18,550995961,461035568,2024-01-20 18:00:00
386,2024-01-21,31328929.63,8141777.74,2154389.17,3202784.64,2196404.42,930179.52,773419.44,1491353.34,1521717.75,51740955.65,83.9,9.3223,555025109,465693414,2024-01-21 18:00:00
387,2024-01-22,30824839.74,6383701.14,2423099.21,2552150.44,2224704.98,921151.57,588816.07,1278678.34,1736715.07,48933856.56,81.0,8.9965,543921239,440362487,2024-01-22 18:00:00
388,2024-01-23,32785311.61,5912001.25,2741056.06,2936114.95,2329045.67,944324.79,674455.15,1452053.09,1556255.78,51330618.35,81.3,9.5977,534820379,434872038,2024-01-23 18:00:00
389,2024-01-24,29643795.77,7288595.81,2567871.68,2951865.95,1681844.6,843187.37,871383.16,1443236.97,1208276.49,48500057.8,81.9,9.2221,525913992,430933838,2024-01-24 18:00:00
390,2024-01-25,29854547.34,6131285.06,2874180.15,2627287.77,1563476.9,1036460.26,777409.27,1341747.31,1216820.85,47423214.91,80.1,9.2952,510188721,408787383,2024-01-25 18:00:00
391,2024-01-26,31307392.58,7112285.87,2507805.28,3113314.72,2198273.28,798416.31,760705.39,1395166.15,1308267.68,50501627.26,84.7,9.5955,526307216,445978456,2024-01-26 18:00:00
392,2024-01-27,34378133.53,7546316.86,2954544.33,2495255.07,2212276.13,1138801.13,808680.54,1908582.46,1465212.93,54907802.98,82.1,9.4174,583046655,478807674,2024-01-27 18:00:00
393,2024-01-28,33643576.42,7201265.27,2503677.91,3666267.22,2107052.6,843239.31,717996.98,1387631.14,1476952.72,53547659.57,84.2,9.5002,563649959,474858713,2024-01-28 18:00:00
394,2024-01-29,32713093.72,6453948.05,2470886.22,3136240.34,1796961.1,1061075.44,981311.33,1681521.46,1218526.38,51513564.04,81.6,9.4139,547208360,446792231,2024-01-29 18:00:00
395,2024-01-30,31368848.88,6917445.05,2211997.02,2731976.57,1988951.6,1033085.05,790766.98,1261862.03,1287365.64,49592298.82,80.8,9.1754,540493982,436585036,2024-01-30 18:00:00
396,2024-01-31,30959955.13,6170504.72,2680632.77,3072800.11,1588796.03,830587.34,588294.89,1525517.9,1297938.99,48715027.88,81.6,9.253,526478372,429423841,2024-01-31 18:00:00
397,2024-02-01,30498043.39,6731474.35,2310501.64,2235922.91,1984583.89,1056569.71,500155.43,1510896.33,1376844.68,48204992.33,80.9,8.993,536028152,433760639,2024-02-01 18:00:00
398,2024-02-02,33764581.88,7262537.49,2280325.73,2772539.85,2398335.18,1008755.49,819376.99,1467009.44,1742554.1,53516016.15,83.0,9.5561,560022164,464571193,2024-02-02 18:00:00
399,2024-02-03,33780034.23,8130328.55,2648588.54,3359171.19,2467576.25,827303.79,735611.71,1348249.53,1249769.26,54546633.05,83.9,9.3795,581548767,487855476,2024-02-03 18:00:00
400,2024-02-04,33975416.97,6221755.37,2622193.15,2253568.96,2231104.22,900463.17,553264.09,1228137.73,1242377.06,51228280.72,83.1,9.3092,550298904,457066126,2024-02-04 18:00:00
401,2024-02-05,33196595.11,6730124.49,2614349.46,3007763.48,1624768.43,1079920.07,787235.5,1424945.0,1216000.28,51681701.82,82.3,9.7917,527810806,434583210,2024-02-05 18:00:00
402,2024-02-06,31512427.04,6220290.71,2325212.75,2846257.92,1940492.43,998699.99,659362.6,1532483.78,1514703.56,49549930.78,80.6,9.4666,523419743,422055233,2024-02-06 18:00:00
403,2024-02-07,31421123.46,7618872.04,2382132.06,3289548.37,2423117.04,746812.18,757961.07,1276070.24,1400388.05,51316024.51,82.9,9.7189,528000313,437876248,2024-02-07 18:00:00
404,2024-02-08,29904163.64,7119692.08,2377674.3,2068484.33,1586448.99,820659.09,710731.09,1390087.36,1256011.32,47233952.2,80.7,9.0835,519996016,419735416,2024-02-08 18:00:00
405,2024-02-09,33404988.76,7223285.19,2535666.04,3377121.12,1988483.65,962534.42,653633.54,1290028.88,1346099.49,52781841.09,84.0,9.3072,567109069,476455959,2024-02-09 18:00:00
406,2024-02-10,33687637.08,7598904.09,2679608.46,2674976.68,2402204.59,874853.84,826404.19,1510235.6,1273696.26,53528520.79,84.0,9.3906,570020426,478818218,2024-02-10 18:00:00
