id,transaction_id,transaction_type,booking_date,service_date,recognition_date,gross_amount,recognized_amount,deferred_amount,recognition_method,performance_obligation,status,flight_number,route,notes,created_at
670,TXN-100670,Ticket,2023-01-12,2023-01-14,2023-01-14,414.32,414.32,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK871,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-01-14 12:15:00
671,TXN-100671,Cargo,2023-02-23,2023-03-20,2023-03-20,24823.57,0.0,24823.57,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK273,IAH-LAX,ASC 606 - Cargo revenue for IAH-LAX,2023-02-23 12:15:00
672,TXN-100672,Ancillary,2025-09-29,2025-10-05,2025-10-05,37.93,0.0,37.93,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK675,ATL-LAX,ASC 606 - Ancillary revenue for ATL-LAX,2025-09-29 12:15:00
673,TXN-100673,Ticket,2025-12-11,2025-12-31,2025-12-31,1398.57,0.0,1398.57,Point-in-time (flight departure),Air transportation service,Deferred,SK438,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-12-11 08:30:00
674,TXN-100674,Ticket,2025-03-08,2025-04-12,2025-04-12,363.65,363.65,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK491,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2025-04-12 08:30:00
675,TXN-100675,Ticket,2023-04-10,2023-04-26,2023-04-26,964.85,0.0,964.85,Point-in-time (flight departure),Air transportation service,Deferred,SK470,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2023-04-10 10:00:00
676,TXN-100676,Ticket,2025-01-27,2025-02-02,2025-02-02,544.77,544.77,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK762,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2025-02-02 12:15:00
677,TXN-100677,Ticket,2025-04-18,2025-06-02,2025-06-02,312.26,312.26,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK614,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2025-06-02 08:30:00
678,TXN-100678,Ticket,2025-05-02,2025-05-27,2025-05-27,562.78,562.78,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK794,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2025-05-27 08:30:00
679,TXN-100679,Ticket,2025-03-21,2025-07-01,2025-07-01,1151.54,0.0,1151.54,Point-in-time (flight departure),Air transportation service,Deferred,SK625,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2025-03-21 08:30:00
680,TXN-100680,Ticket,2025-01-23,2025-03-21,2025-03-21,541.1,0.0,541.1,Point-in-time (flight departure),Air transportation service,Deferred,SK814,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2025-01-23 10:00:00
681,TXN-100681,Ticket,2024-04-24,2024-06-04,2024-06-04,1099.43,1099.43,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK924,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2024-06-04 10:00:00
682,TXN-100682,Cargo,2023-03-08,2023-03-11,2023-03-11,18329.78,18329.78,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK591,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2023-03-11 08:30:00
683,TXN-100683,Ticket,2025-06-12,2025-07-08,2025-07-08,829.74,829.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK589,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2025-07-08 12:15:00
684,TXN-100684,Ticket,2025-10-01,2025-10-25,2025-10-25,474.58,474.58,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK476,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-10-25 12:15:00
685,TXN-100685,Ticket,2024-06-26,2024-07-27,2024-07-27,259.75,259.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK662,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-07-27 10:00:00
686,TXN-100686,Ancillary,2024-04-10,2024-04-15,2024-04-15,61.91,61.91,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK928,PDX-LAS,ASC 606 - Ancillary revenue for PDX-LAS,2024-04-15 08:30:00
687,TXN-100687,Ticket,2025-09-22,2025-12-10,2025-12-10,373.51,0.0,373.51,Point-in-time (flight departure),Air transportation service,Deferred,SK452,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2025-09-22 08:30:00
688,TXN-100688,Ticket,2024-05-06,2024-06-03,2024-06-03,685.3,685.3,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK699,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2024-06-03 08:30:00
689,TXN-100689,Ticket,2024-02-07,2024-02-22,2024-02-22,765.75,765.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK791,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2024-02-22 12:15:00
690,TXN-100690,Ticket,2025-08-19,2025-09-30,2025-09-30,557.05,557.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK821,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-09-30 10:00:00
691,TXN-100691,Cargo,2025-10-02,2025-11-07,2025-11-07,12736.92,0.0,12736.92,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK551,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2025-10-02 12:15:00
692,TXN-100692,Ticket,2023-08-10,2023-12-05,2023-12-05,1262.64,0.0,1262.64,Point-in-time (flight departure),Air transportation service,Deferred,SK703,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2023-08-10 12:15:00
693,TXN-100693,Ticket,2023-10-26,2024-01-16,2024-01-16,616.74,0.0,616.74,Point-in-time (flight departure),Air transportation service,Deferred,SK340,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2023-10-26 10:00:00
694,TXN-100694,Ticket,2023-12-06,2024-01-17,2024-01-17,732.82,732.82,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK559,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2024-01-17 12:15:00
695,TXN-100695,Ticket,2023-06-23,2023-07-03,2023-07-03,506.85,506.85,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK842,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-07-03 10:00:00
696,TXN-100696,Ticket,2025-07-16,2025-08-23,2025-08-23,317.48,317.48,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK377,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2025-08-23 12:15:00
697,TXN-100697,Ticket,2025-11-22,2025-11-28,2025-11-28,428.51,428.51,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK352,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-11-28 08:30:00
698,TXN-100698,Ticket,2024-07-17,2024-08-28,2024-08-28,597.76,597.76,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK754,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2024-08-28 12:15:00
699,TXN-100699,Ticket,2025-02-10,2025-03-22,2025-03-22,340.26,340.26,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK169,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2025-03-22 10:00:00
700,TXN-100700,Ticket,2024-03-31,2024-05-15,2024-05-15,791.28,791.28,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK862,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-05-15 12:15:00
701,TXN-100701,Ticket,2025-12-16,2025-12-31,2025-12-31,605.32,605.32,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK914,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2025-12-31 12:15:00
702,TXN-100702,Cargo,2025-11-01,2025-11-18,2025-11-18,16890.43,16890.43,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK394,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2025-11-18 08:30:00
703,TXN-100703,Ticket,2025-03-24,2025-04-13,2025-04-13,260.81,260.81,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK227,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-04-13 10:00:00
704,TXN-100704,Ticket,2025-08-22,2025-08-29,2025-08-29,595.55,595.55,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK316,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-08-29 08:30:00
705,TXN-100705,Ticket,2023-05-27,2023-07-10,2023-07-10,655.33,655.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK618,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2023-07-10 10:00:00
706,TXN-100706,Ancillary,2025-08-20,2025-09-29,2025-09-29,58.41,0.0,58.41,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK183,PDX-LAS,ASC 606 - Ancillary revenue for PDX-LAS,2025-08-20 08:30:00
707,TXN-100707,Ticket,2024-04-07,2024-05-22,2024-05-22,490.7,490.7,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK632,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2024-05-22 10:00:00
708,TXN-100708,Ticket,2023-08-19,2023-09-21,2023-09-21,649.56,649.56,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK552,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2023-09-21 10:00:00
709,TXN-100709,Cargo,2025-10-07,2025-10-14,2025-10-14,11497.8,11497.8,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK212,IAD-DEN,ASC 606 - Cargo revenue for IAD-DEN,2025-10-14 10:00:00
710,TXN-100710,Ticket,2025-07-04,2025-07-07,2025-07-07,486.54,486.54,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK469,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2025-07-07 08:30:00
711,TXN-100711,Ancillary,2023-05-27,2023-06-19,2023-06-19,63.2,0.0,63.2,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK310,ORD-SFO,ASC 606 - Ancillary revenue for ORD-SFO,2023-05-27 12:15:00
712,TXN-100712,Ticket,2024-12-13,2024-12-15,2024-12-15,773.18,773.18,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK879,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2024-12-15 08:30:00
713,TXN-100713,Ticket,2025-08-15,2025-08-28,2025-08-28,981.69,0.0,981.69,Point-in-time (flight departure),Air transportation service,Deferred,SK490,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-08-15 10:00:00
714,TXN-100714,Ticket,2025-01-20,2025-01-28,2025-01-28,657.06,657.06,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK227,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2025-01-28 10:00:00
715,TXN-100715,Ticket,2024-06-07,2024-09-12,2024-09-12,532.15,0.0,532.15,Point-in-time (flight departure),Air transportation service,Deferred,SK581,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2024-06-07 10:00:00
716,TXN-100716,Cargo,2023-02-21,2023-03-02,2023-03-02,26446.76,0.0,26446.76,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK398,ORD-MIA,ASC 606 - Cargo revenue for ORD-MIA,2023-02-21 10:00:00
717,TXN-100717,Ticket,2024-06-22,2024-07-02,2024-07-02,313.65,313.65,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK244,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2024-07-02 10:00:00
718,TXN-100718,Ticket,2024-08-25,2024-10-05,2024-10-05,589.71,589.71,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK575,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2024-10-05 12:15:00
719,TXN-100719,Ticket,2025-07-03,2025-07-31,2025-07-31,328.13,328.13,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK845,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2025-07-31 08:30:00
720,TXN-100720,Ticket,2023-08-26,2023-11-26,2023-11-26,1008.71,0.0,1008.71,Point-in-time (flight departure),Air transportation service,Deferred,SK988,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2023-08-26 10:00:00
721,TXN-100721,Ticket,2023-08-13,2023-08-17,2023-08-17,461.17,461.17,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK263,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2023-08-17 08:30:00
722,TXN-100722,Ticket,2025-10-02,2025-11-05,2025-11-05,730.93,730.93,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK414,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-11-05 12:15:00
723,TXN-100723,Ticket,2025-06-28,2025-06-30,2025-06-30,858.22,858.22,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK631,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-06-30 08:30:00
724,TXN-100724,Cargo,2024-09-01,2024-09-11,2024-09-11,19454.38,19454.38,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK921,BOS-ATL,ASC 606 - Cargo revenue for BOS-ATL,2024-09-11 08:30:00
725,TXN-100725,Ticket,2024-04-28,2024-07-03,2024-07-03,423.51,0.0,423.51,Point-in-time (flight departure),Air transportation service,Deferred,SK493,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2024-04-28 12:15:00
726,TXN-100726,Ticket,2024-10-31,2024-12-13,2024-12-13,487.55,0.0,487.55,Point-in-time (flight departure),Air transportation service,Deferred,SK766,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2024-10-31 08:30:00
727,TXN-100727,Ticket,2023-06-15,2023-06-30,2023-06-30,778.51,778.51,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK157,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2023-06-30 10:00:00
728,TXN-100728,Cargo,2023-09-21,2023-10-07,2023-10-07,24136.77,0.0,24136.77,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK806,LHR-JFK,ASC 606 - Cargo revenue for LHR-JFK,2023-09-21 08:30:00
729,TXN-100729,Ticket,2024-08-10,2024-10-12,2024-10-12,626.52,0.0,626.52,Point-in-time (flight departure),Air transportation service,Deferred,SK324,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-08-10 10:00:00
730,TXN-100730,Ticket,2024-04-02,2024-04-30,2024-04-30,280.12,0.0,280.12,Point-in-time (flight departure),Air transportation service,Deferred,SK669,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2024-04-02 12:15:00
731,TXN-100731,Ancillary,2023-07-13,2023-07-26,2023-07-26,51.58,51.58,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK333,JFK-LHR,ASC 606 - Ancillary revenue for JFK-LHR,2023-07-26 10:00:00
732,TXN-100732,Ticket,2024-07-28,2024-09-08,2024-09-08,581.74,0.0,581.74,Point-in-time (flight departure),Air transportation service,Deferred,SK237,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-07-28 10:00:00
733,TXN-100733,Ticket,2024-12-09,2024-12-23,2024-12-23,453.13,453.13,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK878,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2024-12-23 12:15:00
734,TXN-100734,Ticket,2025-05-31,2025-07-01,2025-07-01,382.0,382.0,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK293,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-07-01 08:30:00
735,TXN-100735,Ancillary,2024-11-14,2024-12-15,2024-12-15,285.5,0.0,285.5,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK170,LHR-JFK,ASC 606 - Ancillary revenue for LHR-JFK,2024-11-14 12:15:00
736,TXN-100736,Cargo,2024-10-25,2024-11-04,2024-11-04,7930.39,7930.39,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK861,CLT-MCO,ASC 606 - Cargo revenue for CLT-MCO,2024-11-04 08:30:00
737,TXN-100737,Ticket,2024-08-26,2024-09-19,2024-09-19,383.91,383.91,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK972,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2024-09-19 10:00:00
738,TXN-100738,Ticket,2023-05-03,2023-05-21,2023-05-21,1600.8,0.0,1600.8,Point-in-time (flight departure),Air transportation service,Deferred,SK761,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-05-03 12:15:00
739,TXN-100739,Ticket,2024-02-21,2024-03-29,2024-03-29,675.33,675.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK730,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2024-03-29 10:00:00
740,TXN-100740,Ticket,2024-05-04,2024-06-03,2024-06-03,774.3,774.3,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK209,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2024-06-03 08:30:00
741,TXN-100741,Ticket,2024-07-22,2024-08-25,2024-08-25,545.21,545.21,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK380,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2024-08-25 08:30:00
742,TXN-100742,Cargo,2023-11-17,2023-12-19,2023-12-19,30061.32,0.0,30061.32,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK120,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2023-11-17 12:15:00
743,TXN-100743,Ticket,2025-03-18,2025-05-01,2025-05-01,742.67,742.67,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK942,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2025-05-01 12:15:00
744,TXN-100744,Ticket,2024-08-07,2024-08-25,2024-08-25,648.64,648.64,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK449,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-08-25 12:15:00
745,TXN-100745,Ancillary,2023-11-28,2024-01-23,2024-01-23,89.21,0.0,89.21,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK374,LAS-SEA,ASC 606 - Ancillary revenue for LAS-SEA,2023-11-28 12:15:00
746,TXN-100746,Ticket,2024-05-24,2024-06-05,2024-06-05,436.11,0.0,436.11,Point-in-time (flight departure),Air transportation service,Deferred,SK220,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2024-05-24 10:00:00
747,TXN-100747,Ticket,2025-02-09,2025-02-16,2025-02-16,425.6,425.6,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK323,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2025-02-16 10:00:00
748,TXN-100748,Ticket,2023-01-25,2023-03-08,2023-03-08,669.32,669.32,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK975,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-03-08 10:00:00
749,TXN-100749,Ancillary,2024-01-06,2024-01-27,2024-01-27,115.14,0.0,115.14,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK216,NRT-LAX,ASC 606 - Ancillary revenue for NRT-LAX,2024-01-06 10:00:00
750,TXN-100750,Ticket,2023-08-14,2023-08-19,2023-08-19,1035.74,1035.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK785,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-08-19 08:30:00
751,TXN-100751,Ticket,2023-12-15,2024-01-26,2024-01-26,807.14,0.0,807.14,Point-in-time (flight departure),Air transportation service,Deferred,SK446,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2023-12-15 12:15:00
752,TXN-100752,Ticket,2024-12-17,2024-12-29,2024-12-29,1096.83,1096.83,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK975,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-12-29 12:15:00
753,TXN-100753,Ancillary,2023-08-20,2023-10-11,2023-10-11,131.0,0.0,131.0,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK335,MSP-BOS,ASC 606 - Ancillary revenue for MSP-BOS,2023-08-20 12:15:00
754,TXN-100754,Ticket,2024-08-13,2024-09-05,2024-09-05,566.39,0.0,566.39,Point-in-time (flight departure),Air transportation service,Deferred,SK770,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2024-08-13 12:15:00
755,TXN-100755,Ticket,2024-02-14,2024-02-14,2024-02-14,1234.13,1234.13,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK209,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2024-02-14 08:30:00
756,TXN-100756,Cargo,2023-02-27,2023-03-12,2023-03-12,18224.13,18224.13,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK836,ORD-SFO,ASC 606 - Cargo revenue for ORD-SFO,2023-03-12 08:30:00
757,TXN-100757,Ticket,2025-08-18,2025-09-04,2025-09-04,594.8,594.8,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK550,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2025-09-04 12:15:00
758,TXN-100758,Ticket,2024-10-10,2024-10-13,2024-10-13,776.7,776.7,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK833,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2024-10-13 10:00:00
759,TXN-100759,Ticket,2023-11-19,2023-11-27,2023-11-27,1034.55,1034.55,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK830,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2023-11-27 10:00:00
760,TXN-100760,Ticket,2024-06-30,2024-07-28,2024-07-28,465.17,465.17,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK731,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2024-07-28 12:15:00
761,TXN-100761,Cargo,2025-12-06,2025-12-12,2025-12-12,18175.26,18175.26,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK502,IAD-DEN,ASC 606 - Cargo revenue for IAD-DEN,2025-12-12 10:00:00
762,TXN-100762,Cargo,2023-06-12,2023-06-23,2023-06-23,16484.92,16484.92,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK139,LAX-JFK,ASC 606 - Cargo revenue for LAX-JFK,2023-06-23 08:30:00
763,TXN-100763,Ticket,2025-07-13,2025-08-07,2025-08-07,407.93,407.93,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK561,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-08-07 10:00:00
764,TXN-100764,Ticket,2023-01-03,2023-03-31,2023-03-31,464.61,0.0,464.61,Point-in-time (flight departure),Air transportation service,Deferred,SK658,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2023-01-03 12:15:00
765,TXN-100765,Ticket,2025-07-26,2025-09-07,2025-09-07,415.42,415.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK942,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-09-07 12:15:00
766,TXN-100766,Ticket,2023-12-30,2024-01-03,2024-01-03,759.27,759.27,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK103,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-01-03 08:30:00
767,TXN-100767,Ticket,2023-11-18,2023-11-24,2023-11-24,553.05,553.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK110,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-11-24 10:00:00
768,TXN-100768,Ancillary,2025-04-25,2025-05-12,2025-05-12,72.24,72.24,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK239,LAX-JFK,ASC 606 - Ancillary revenue for LAX-JFK,2025-05-12 08:30:00
769,TXN-100769,Ticket,2023-06-27,2023-07-29,2023-07-29,720.24,720.24,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK949,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2023-07-29 10:00:00
770,TXN-100770,Ticket,2023-05-25,2023-06-14,2023-06-14,728.8,728.8,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK431,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-06-14 12:15:00
771,TXN-100771,Ticket,2024-05-21,2024-05-21,2024-05-21,1009.02,1009.02,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK408,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-05-21 12:15:00
772,TXN-100772,Cargo,2025-10-21,2025-11-12,2025-11-12,6857.78,6857.78,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK912,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2025-11-12 10:00:00
773,TXN-100773,Ticket,2023-12-26,2024-02-01,2024-02-01,910.92,910.92,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK324,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2024-02-01 10:00:00
774,TXN-100774,Cargo,2024-08-11,2024-08-19,2024-08-19,10790.35,10790.35,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK655,PHX-ORD,ASC 606 - Cargo revenue for PHX-ORD,2024-08-19 10:00:00
775,TXN-100775,Ticket,2024-03-07,2024-04-06,2024-04-06,697.27,0.0,697.27,Point-in-time (flight departure),Air transportation service,Deferred,SK982,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2024-03-07 10:00:00
776,TXN-100776,Ticket,2025-04-02,2025-05-03,2025-05-03,387.23,387.23,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK927,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2025-05-03 10:00:00
777,TXN-100777,Ticket,2025-09-02,2025-10-14,2025-10-14,802.47,802.47,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK869,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2025-10-14 10:00:00
778,TXN-100778,Cargo,2025-11-25,2025-11-25,2025-11-25,4134.8,4134.8,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK639,LAS-SEA,ASC 606 - Cargo revenue for LAS-SEA,2025-11-25 12:15:00
779,TXN-100779,Ticket,2023-10-19,2024-01-08,2024-01-08,478.96,0.0,478.96,Point-in-time (flight departure),Air transportation service,Deferred,SK872,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2023-10-19 10:00:00
780,TXN-100780,Ticket,2023-10-12,2023-11-03,2023-11-03,747.81,747.81,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK931,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2023-11-03 08:30:00
781,TXN-100781,Cargo,2025-09-30,2025-10-21,2025-10-21,12465.35,12465.35,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK540,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2025-10-21 08:30:00
782,TXN-100782,Ticket,2024-09-24,2024-11-07,2024-11-07,305.14,0.0,305.14,Point-in-time (flight departure),Air transportation service,Deferred,SK449,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2024-09-24 10:00:00
783,TXN-100783,Ticket,2023-12-22,2024-01-25,2024-01-25,454.51,454.51,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK804,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2024-01-25 10:00:00
784,TXN-100784,Ticket,2024-01-05,2024-01-06,2024-01-06,729.14,729.14,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK860,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2024-01-06 12:15:00
