id,date,fuel_oil,salaries_flight_crew,salaries_ground_staff,maintenance_repair,airport_landing_fees,aircraft_lease_rent,distribution_sales,catering_inflight,insurance_safety,depreciation_amort,other_operating,total_operating_cost,casm,created_at
269,2023-09-26,11526574.75,5373094.93,4475838.55,3294047.98,2352020.46,2968968.34,1319357.38,1048849.17,674335.85,1632639.8,493367.17,35159094.38,6.8797,2023-09-26 18:05:00
270,2023-09-27,11108544.33,5070950.05,5039374.12,3385393.81,2443539.87,2837662.53,1450616.66,1041571.83,607094.25,1697304.77,544328.83,35226381.05,6.9789,2023-09-27 18:05:00
271,2023-09-28,11887789.53,4897989.17,4358647.9,3235682.55,2377230.49,2707279.29,1407330.05,842512.88,566013.81,1635222.23,635632.75,34551330.65,6.8592,2023-09-28 18:05:00
272,2023-09-29,13265116.34,5761081.6,5039505.18,3726457.78,2490767.07,3037108.91,1646168.87,1135483.8,747091.75,1904470.32,586242.82,39339494.44,7.1402,2023-09-29 18:05:00
273,2023-09-30,13561502.89,6430856.67,4979156.93,3528512.14,2750876.45,3099489.25,1421868.35,1153451.43,814707.25,1915745.78,644765.94,40300933.08,7.204,2023-09-30 18:05:00
274,2023-10-01,15101233.01,6213012.17,5489873.07,4115682.4,3252338.42,3192563.31,1809489.72,1158814.15,760361.92,2101854.35,766814.0,43962036.52,7.2989,2023-10-01 18:05:00
275,2023-10-02,12043880.9,5448071.87,5083865.2,3699095.33,2715710.15,2803636.56,1451344.37,974319.93,775162.76,1819070.34,666705.0,37480862.41,6.698,2023-10-02 18:05:00
276,2023-10-03,12196473.84,5538232.46,4931522.46,3160792.49,2698133.23,2879261.35,1414278.55,931958.57,689608.18,1803731.28,556461.55,36800453.96,6.9505,2023-10-03 18:05:00
277,2023-10-04,12593229.36,5290085.61,4862057.67,3406699.16,2548189.37,2721407.14,1390347.43,975104.56,582783.5,1701323.49,634273.66,36705500.95,7.2548,2023-10-04 18:05:00
278,2023-10-05,12044692.36,5166377.45,4332628.0,3408200.81,2685613.81,2705465.45,1482547.83,975408.73,593417.9,1556362.63,649253.13,35599968.1,6.9723,2023-10-05 18:05:00
279,2023-10-06,12635148.85,6378813.4,5496617.8,4108617.57,2757007.48,3438777.53,1690957.75,1201396.99,799641.61,1991747.45,593825.05,41092551.48,7.0853,2023-10-06 18:05:00
280,2023-10-07,13537212.48,6036348.85,4964610.67,3860934.49,2692400.45,3081217.29,1563582.51,1130796.73,747386.09,1836409.46,714956.07,40165855.09,6.9225,2023-10-07 18:05:00
281,2023-10-08,13583860.5,6364630.86,5069090.96,3894996.26,3098485.0,3251710.62,1526876.94,1078675.83,841478.5,1967242.47,653017.64,41330065.58,7.2142,2023-10-08 18:05:00
282,2023-10-09,12342110.11,5433606.95,4696948.05,3416682.82,2534615.23,2800275.23,1322143.05,1010741.69,614199.9,1724378.9,632704.69,36528406.62,7.2379,2023-10-09 18:05:00
283,2023-10-10,12849189.91,5810036.11,4962364.35,3411395.39,2587107.73,2990282.73,1557272.55,1035910.88,706946.63,1885931.82,721317.72,38517755.82,7.1835,2023-10-10 18:05:00
284,2023-10-11,11946506.92,5972013.99,4932669.71,3482875.5,2752910.33,2901842.04,1381579.47,992879.11,703289.98,1922838.72,643567.26,37632973.03,7.1931,2023-10-11 18:05:00
285,2023-10-12,12199086.85,5617558.8,4822102.1,3153057.21,2489927.57,2899155.49,1408556.76,901767.39,661523.17,1652794.55,701983.27,36507513.16,7.172,2023-10-12 18:05:00
286,2023-10-13,12374456.5,5911827.35,4927135.96,3682515.86,2476418.82,2874412.0,1651300.88,1055867.4,661256.78,1652410.45,702083.51,37969685.51,6.8989,2023-10-13 18:05:00
287,2023-10-14,13750783.05,6267046.32,5578207.7,3875914.73,2729727.92,3011175.95,1632076.43,1153026.3,730868.03,1939124.56,785943.1,41453894.09,7.1652,2023-10-14 18:05:00
288,2023-10-15,13128819.19,5514997.81,4691881.92,3431671.21,2741494.71,2954760.62,1569936.53,1098778.81,715612.97,1830046.78,699312.75,38377313.3,6.8037,2023-10-15 18:05:00
289,2023-10-16,12399746.02,5352108.31,4837020.1,3335712.64,2493888.58,2697805.69,1290219.07,927157.62,659826.45,1586456.77,696210.43,36276151.68,6.8905,2023-10-16 18:05:00
290,2023-10-17,12293732.84,5464494.64,5043267.43,3575283.88,2722865.92,2764962.35,1310351.96,1007586.29,675109.3,1702048.55,655071.81,37214774.97,7.1744,2023-10-17 18:05:00
291,2023-10-18,12425588.89,5846159.32,4680652.23,3632905.14,2554681.89,2889849.37,1512152.56,932017.1,731016.47,1780013.71,495621.51,37480658.19,7.3351,2023-10-18 18:05:00
292,2023-10-19,12421800.95,5030596.17,4233853.67,3182989.02,2453886.06,2788440.27,1365652.21,919826.15,604448.27,1599262.09,547965.75,35148720.61,6.6602,2023-10-19 18:05:00
293,2023-10-20,15242741.64,6319255.98,5077180.92,3478762.0,3155957.07,3287106.67,1756158.44,1162032.05,685524.67,1908879.9,704327.83,42777927.17,7.355,2023-10-20 18:05:00
294,2023-10-21,13579070.72,5590984.25,4922195.5,3743675.87,2869964.73,3036933.69,1538541.01,1094620.37,763608.91,1796450.53,665272.86,39601318.44,7.4903,2023-10-21 18:05:00
295,2023-10-22,13420348.58,5921119.39,5535999.9,3555577.03,2786110.37,3046268.68,1768679.81,977616.14,682822.65,1844942.09,712708.92,40252193.56,7.2126,2023-10-22 18:05:00
296,2023-10-23,13082507.73,5561232.78,4910985.07,3704166.98,2467509.23,2747074.18,1448309.78,982048.17,684408.15,1842010.77,586507.42,38016760.26,7.1332,2023-10-23 18:05:00
297,2023-10-24,12166864.42,5337876.9,4458449.31,3518676.97,2397362.85,2806363.47,1423664.63,960015.05,629910.97,1658307.41,778486.97,36135978.95,6.8953,2023-10-24 18:05:00
298,2023-10-25,12626669.59,5172644.73,4643384.45,3708501.29,2473568.72,2907187.08,1386164.51,1087907.63,657184.73,1757012.04,632747.25,37052972.02,7.2891,2023-10-25 18:05:00
299,2023-10-26,12011355.51,4998725.09,3991915.01,3384125.8,2314751.99,2463279.58,1373644.61,862893.26,550824.21,1680656.72,567600.31,34199772.09,6.8819,2023-10-26 18:05:00
300,2023-10-27,13729272.19,6143629.43,5540961.04,4161936.89,2831832.71,3216847.26,1670342.71,1152772.43,734704.22,1883867.49,650333.88,41716500.25,7.4254,2023-10-27 18:05:00
301,2023-10-28,14742271.15,6167652.87,5342751.86,4290204.2,3152238.8,3271373.93,1546098.68,1167231.97,797503.31,1916983.26,622376.78,43016686.81,7.1477,2023-10-28 18:05:00
302,2023-10-29,12691112.49,5919196.92,5263815.38,3789394.18,2418608.44,2979662.26,1442313.94,1015191.32,687354.59,1805485.48,633698.76,38645833.76,7.2141,2023-10-29 18:05:00
303,2023-10-30,12308080.88,5499662.61,5022198.82,3866177.4,2508720.38,2966908.85,1611401.48,1064362.8,719890.24,1852974.08,656670.36,38077047.9,7.0064,2023-10-30 18:05:00
304,2023-10-31,12026713.13,5279603.71,4727607.86,3366583.17,2512737.03,2753262.31,1493928.92,894752.6,631051.62,1694136.77,603466.32,35983843.44,7.0006,2023-10-31 18:05:00
305,2023-11-01,13310797.3,5852427.12,5045762.68,3544194.76,2849410.1,3137666.94,1428760.93,1048248.34,769818.15,1990872.32,833919.36,39811878.0,7.3389,2023-11-01 18:05:00
306,2023-11-02,13256311.28,5627078.19,4647920.63,4057376.04,2399324.22,2896068.08,1451288.43,1140836.78,675808.41,1809360.23,643340.89,38604713.18,7.1866,2023-11-02 18:05:00
307,2023-11-03,14142986.41,6571690.82,5084680.02,3941427.68,2635770.16,3204094.19,1787742.73,1240421.76,656249.8,1796862.71,700500.67,41762426.95,7.1703,2023-11-03 18:05:00
308,2023-11-04,15238587.51,6775361.14,5552213.92,4656821.28,3179099.63,3472069.92,1788136.66,1333982.17,861532.49,2172519.27,878110.24,45908434.23,7.3009,2023-11-04 18:05:00
309,2023-11-05,14976614.49,5971899.09,5561014.7,3873347.93,3104579.2,3302704.59,1649279.09,1223860.0,800017.97,1915357.79,699367.15,43078042.0,7.127,2023-11-05 18:05:00
310,2023-11-06,14686489.18,6498166.23,5207607.55,4131893.21,3153803.1,3017423.93,1715150.28,1005852.5,730493.88,2037888.42,760673.39,42945441.67,7.2835,2023-11-06 18:05:00
311,2023-11-07,13971985.93,5596092.73,5166896.66,3265829.99,2644305.25,3037122.89,1395495.8,999060.46,761087.84,1878333.6,550571.16,39266782.31,6.9038,2023-11-07 18:05:00
312,2023-11-08,13635400.66,5406237.33,5077533.08,3696827.85,2725694.78,3020729.9,1456421.41,1060452.65,682653.57,1740078.45,561365.64,39063395.32,7.0893,2023-11-08 18:05:00
313,2023-11-09,14134839.91,5852320.21,5204452.81,3926140.9,2753904.51,3245524.19,1579784.67,1300618.16,784921.5,2025803.82,717751.27,41526061.95,7.1078,2023-11-09 18:05:00
314,2023-11-10,16049530.25,6346522.57,5532661.78,4468190.04,3278340.17,3410688.56,1908080.96,1226407.59,924861.11,2210367.88,757658.96,46113309.87,7.7278,2023-11-10 18:05:00
315,2023-11-11,14359407.56,5783580.83,5516661.23,4289757.8,3187554.65,3265043.75,1761293.71,1220739.92,779408.36,1969005.42,650382.18,42782835.41,6.8894,2023-11-11 18:05:00
316,2023-11-12,15612272.76,6504930.73,5717333.34,4108415.31,3338843.83,3460153.01,1837245.55,1266476.67,813137.03,2107516.18,785824.73,45552149.14,7.726,2023-11-12 18:05:00
317,2023-11-13,13406621.66,5702287.14,5204734.34,3877921.78,2721083.78,3031764.74,1515337.22,1095982.39,710025.78,1924823.67,688756.35,39879338.85,7.0896,2023-11-13 18:05:00
318,2023-11-14,13003889.51,6054937.16,4902772.12,4032272.17,2644603.55,2934930.54,1648644.11,1083658.83,797133.06,1720252.51,614082.71,39437176.27,7.3192,2023-11-14 18:05:00
319,2023-11-15,13478692.15,5819158.58,5106269.02,4159556.81,2707738.27,3029334.05,1503951.12,985039.89,727812.2,1848866.15,619529.71,39985947.95,7.1265,2023-11-15 18:05:00
320,2023-11-16,13167484.63,5777237.1,5304405.75,3851594.51,2874619.93,2793682.13,1560196.44,882565.48,800672.35,1881634.66,681041.94,39575134.92,7.3739,2023-11-16 18:05:00
321,2023-11-17,15867237.0,6519149.4,5982395.1,4364838.5,3155691.38,3465245.67,1901067.25,1367999.4,859090.74,2156634.88,683812.95,46323162.27,7.6673,2023-11-17 18:05:00
322,2023-11-18,15209083.2,6559767.02,5742514.39,3940827.55,2751899.81,3164078.96,1862232.53,1143052.05,760187.07,2079111.56,683195.04,43895949.18,7.268,2023-11-18 18:05:00
323,2023-11-19,16535455.73,7052800.01,6002547.15,4810590.44,3131413.7,3587980.85,1781402.65,1107875.56,805664.88,2150743.5,839705.81,47806180.28,7.743,2023-11-19 18:05:00
324,2023-11-20,13416343.29,5901492.64,5516344.49,3985485.57,2731732.31,3078510.09,1519941.73,1119562.69,729286.57,1808229.08,678919.1,40485847.56,7.0332,2023-11-20 18:05:00
325,2023-11-21,14009725.12,6058420.59,5301550.48,3949866.28,2585922.63,3162183.88,1713056.44,1146759.9,649956.63,1852573.08,654003.73,41084018.76,7.0576,2023-11-21 18:05:00
326,2023-11-22,13208519.96,5413819.4,5138994.21,3493943.5,2745078.15,3112161.69,1643756.06,1119094.22,690762.59,1871749.33,587041.54,39024920.65,6.986,2023-11-22 18:05:00
327,2023-11-23,12503796.1,5620666.84,4715877.03,3431743.48,2636656.28,2799031.84,1396529.67,1082766.14,655693.07,1688932.37,547152.12,37078844.94,6.9713,2023-11-23 18:05:00
328,2023-11-24,15418047.69,7057274.33,5573894.94,4521280.66,3432116.87,3516631.14,1649049.54,1166117.11,837145.18,1995623.68,759651.51,45926832.65,7.7687,2023-11-24 18:05:00
329,2023-11-25,15296576.28,6536315.95,5343390.56,4371442.47,2874585.86,3385387.96,1847613.58,1144104.61,904784.23,2076839.12,960750.45,44741791.07,7.6063,2023-11-25 18:05:00
330,2023-11-26,15078116.87,6053887.72,5729782.78,3755993.43,3059746.47,3235800.6,1496984.47,1138936.65,777376.99,1947961.85,781093.57,43055681.4,7.3047,2023-11-26 18:05:00
331,2023-11-27,15386427.35,6333552.31,5326088.82,4380635.83,3181988.61,3466460.27,1534433.18,1256475.15,700995.02,1952069.13,614197.17,44133322.84,7.4698,2023-11-27 18:05:00
332,2023-11-28,13891134.44,5919281.17,5441190.19,3726130.5,2941300.13,3345872.4,1582736.43,980108.36,709295.59,1932737.36,771749.51,41241536.08,7.3012,2023-11-28 18:05:00
333,2023-11-29,14594223.87,5770063.26,5216014.45,4161848.42,2650965.86,3023944.99,1563928.96,1106130.29,743550.72,1927240.73,616439.68,41374351.23,7.698,2023-11-29 18:05:00
334,2023-11-30,14227291.77,5910359.46,5250555.55,3896606.71,2603244.81,3092422.36,1435712.79,1143801.33,724744.32,1847786.77,675084.05,40807609.92,7.5064,2023-11-30 18:05:00
335,2023-12-01,16391800.69,7125310.16,6025606.4,4620938.08,3375043.54,3724523.76,1896656.35,1505282.38,970497.0,2169610.39,761128.77,48566397.52,7.6003,2023-12-01 18:05:00
336,2023-12-02,17673562.02,7366399.63,5983419.73,4973597.14,3393055.98,3747016.81,1912374.41,1498693.33,939219.7,2310531.15,1054707.33,50852577.23,8.0321,2023-12-02 18:05:00
337,2023-12-03,16822372.44,7038135.35,6172956.98,4734021.48,3215245.54,3658204.86,1790731.23,1495626.35,917614.97,2306365.02,690064.74,48841338.96,7.7228,2023-12-03 18:05:00
338,2023-12-04,16290502.24,6589950.03,5889751.04,4865030.98,3456694.23,3534429.76,2028299.22,1165778.77,840949.82,2361454.29,832656.82,47855497.2,7.7806,2023-12-04 18:05:00
339,2023-12-05,16264950.35,6561746.64,5534233.41,4517788.59,3126601.37,3241749.07,1822674.59,1485986.56,894049.35,2256820.27,712628.07,46419228.27,7.5068,2023-12-05 18:05:00
340,2023-12-06,15330680.84,6242855.59,6068655.82,4324279.63,2758682.73,3494282.33,1808089.16,1321302.08,753221.01,1969413.7,821719.65,44893182.54,7.4469,2023-12-06 18:05:00
341,2023-12-07,15526051.07,6296889.52,5354113.18,4216708.37,2989570.39,3251356.98,1540557.49,1387649.46,840870.79,2095555.79,772415.6,44271738.64,7.8612,2023-12-07 18:05:00
342,2023-12-08,17020590.85,7522976.04,5878491.38,4797849.06,3429426.56,3653295.62,1706469.71,1331222.21,863254.04,2272969.57,961649.62,49438194.66,7.6318,2023-12-08 18:05:00
343,2023-12-09,17666589.5,7985144.05,6421135.27,5399802.1,3594900.52,3857655.21,2023903.08,1354437.2,843406.22,2276120.72,952612.5,52375706.37,7.9085,2023-12-09 18:05:00
344,2023-12-10,17274054.25,7925777.35,7091202.44,5062746.52,3717719.51,3923368.03,2261098.59,1719645.1,994941.06,2483910.97,816240.1,53270703.92,8.1053,2023-12-10 18:05:00
345,2023-12-11,17193979.27,7046682.6,5589394.82,4882831.44,3588280.07,3697794.58,1752446.71,1348590.4,953350.39,2404426.96,1095959.77,49553737.01,7.7103,2023-12-11 18:05:00
346,2023-12-12,15156612.69,6024351.97,5858207.66,4128839.41,2866018.76,3326115.11,1704369.22,1269262.72,775136.32,2127248.06,800858.58,44037020.5,7.8074,2023-12-12 18:05:00
347,2023-12-13,15877081.23,6475068.79,5388832.01,3931211.64,2995727.73,3288537.82,1581391.22,1343723.4,880867.96,1980127.83,697094.15,44439663.78,7.5951,2023-12-13 18:05:00
348,2023-12-14,17043539.41,6739202.99,6156424.07,4755848.17,3565730.03,3656099.05,1769021.19,1475471.92,779262.83,2228505.19,837230.41,49006335.26,7.9131,2023-12-14 18:05:00
349,2023-12-15,16909544.15,7534794.74,6011116.1,4884208.0,3049164.82,3704176.14,1902961.17,1528381.51,819221.35,2309787.41,899933.72,49553289.11,8.0528,2023-12-15 18:05:00
350,2023-12-16,19835607.73,7451023.91,7574625.17,5365907.38,3778563.14,4276465.42,2050470.79,1635610.32,984609.85,2385253.91,1005249.16,56343386.78,8.1122,2023-12-16 18:05:00
351,2023-12-17,19023179.21,7939381.0,6882243.2,4944511.56,3952919.39,3930460.2,1918135.82,1492183.25,955081.18,2350044.95,977252.62,54365392.38,8.2293,2023-12-17 18:05:00
352,2023-12-18,17177507.94,6828631.02,5990757.63,4870260.26,3570500.47,3611770.51,1731293.43,1494654.99,846910.15,2277444.33,935291.47,49335022.2,7.7975,2023-12-18 18:05:00
353,2023-12-19,15505565.69,6440099.33,5561409.56,4433191.14,3169925.91,3445254.25,1521434.39,1363183.1,812040.0,2076270.46,842373.29,45170747.12,7.5928,2023-12-19 18:05:00
354,2023-12-20,17960962.88,7227464.67,6188328.46,4596033.77,3470160.11,3616778.05,1923567.56,1281021.04,851433.61,2104548.36,732202.93,49952501.44,8.131,2023-12-20 18:05:00
355,2023-12-21,16761682.1,7376180.36,6255623.57,4527907.69,3207205.93,3612631.16,1950313.04,1558693.16,866735.48,2304232.59,1064845.97,49486051.05,7.8261,2023-12-21 18:05:00
356,2023-12-22,18177219.1,7574194.58,6773293.11,5110942.29,3862500.63,3904013.73,2086969.84,1320886.65,965538.69,2528582.65,1123275.44,53427416.71,8.1567,2023-12-22 18:05:00
357,2023-12-23,18069545.0,8008990.34,6805077.97,5458999.66,3487809.92,4058878.52,1955467.5,1674131.28,931653.13,2471403.7,1008790.28,53930747.3,7.9964,2023-12-23 18:05:00
358,2023-12-24,18501632.89,7275687.8,6133550.66,5190055.35,3359796.18,3898196.79,2101341.72,1461632.36,927434.68,2397638.89,879785.67,52126752.99,7.8583,2023-12-24 18:05:00
359,2023-12-25,17259847.39,7336183.13,6261592.77,4757465.6,3528993.76,3779713.74,2010407.66,1536082.39,871664.08,2376204.94,857886.75,50576042.21,8.3557,2023-12-25 18:05:00
360,2023-12-26,16361045.44,7130457.42,6166706.22,4713273.22,3190800.22,3481458.21,1823454.52,1434834.09,793097.29,2233231.77,769407.46,48097765.86,7.9254,2023-12-26 18:05:00
361,2023-12-27,17213394.19,7323366.13,6136703.44,5137914.7,3480369.81,3871570.7,1902641.32,1465363.24,946832.16,2174356.23,825258.27,50477770.19,8.3959,2023-12-27 18:05:00
362,2023-12-28,17513390.11,7068398.66,6505119.54,4667295.99,3512527.26,3927549.43,1843981.57,1504237.09,998503.98,2235344.02,599201.32,50375548.97,8.0708,2023-12-28 18:05:00
363,2023-12-29,19516757.2,8306331.2,7358540.03,5757561.58,4352085.86,4145079.28,2255898.73,1697309.46,1119578.41,2650985.4,1184921.36,58345048.51,8.6463,2023-12-29 18:05:00
364,2023-12-30,17383525.17,8044774.7,6704748.61,5616106.25,3766196.15,3862419.44,2250879.16,1636476.68,987275.88,2400451.99,1049129.27,53701983.3,8.2221,2023-12-30 18:05:00
365,2023-12-31,19499554.31,7595889.03,7312606.6,5112849.14,3666161.49,4277431.23,2248608.99,1797612.09,952019.8,2677850.21,721935.05,55862517.94,8.4606,2023-12-31 18:05:00
366,2024-01-01,13684810.01,5840329.53,4894291.99,4370397.52,2986028.1,3322871.27,1586477.91,1041690.73,744409.03,1987467.27,794953.28,41253726.64,7.5071,2024-01-01 18:05:00
367,2024-01-02,14213334.39,5845853.41,4847007.2,4200747.84,2610605.96,2799665.67,1565221.27,892442.59,761120.61,1755229.84,668643.46,40159872.24,7.9582,2024-01-02 18:05:00
368,2024-01-03,14727731.74,5691292.8,5345568.1,3927135.19,2883526.39,3104810.01,1438479.12,1057535.08,620615.41,1840265.13,660579.52,41297538.49,8.2795,2024-01-03 18:05:00
369,2024-01-04,14508009.96,5681570.91,5701125.37,4063788.3,2879680.52,3307058.22,1668693.86,1095233.19,735838.49,2009182.06,752259.17,42402440.05,8.0665,2024-01-04 18:05:00
370,2024-01-05,17269439.7,7206904.91,6601268.88,4914489.82,3326661.42,3491040.39,1729512.96,1253276.0,894972.31,2140914.73,615813.36,49444294.48,8.6932,2024-01-05 18:05:00
371,2024-01-06,15823977.49,6260711.17,5736853.0,4448454.39,2844516.05,3585634.04,1808192.22,1155547.01,759538.09,2160670.37,765455.36,45349549.19,7.9373,2024-01-06 18:05:00
372,2024-01-07,16663774.48,6495619.85,5845388.98,4009825.15,2813000.59,3408538.97,1994673.14,1294422.74,839981.83,2203079.13,775312.18,46343617.04,7.9422,2024-01-07 18:05:00
373,2024-01-08,14696585.72,6014515.15,5590027.69,4210679.08,2720479.48,3256601.19,1582330.07,1055915.07,788612.97,2062145.12,730053.65,42707945.19,7.8576,2024-01-08 18:05:00
374,2024-01-09,13462729.35,5954128.12,5571206.55,4223618.81,3117386.07,3085581.27,1835491.99,1161356.38,684575.8,1942355.57,577239.7,41615669.61,7.8085,2024-01-09 18:05:00
375,2024-01-10,14164469.1,5667812.42,5208641.0,4166446.2,2639764.97,3164755.77,1604404.04,1144676.31,737823.75,1966517.74,728965.17,41194276.47,7.8676,2024-01-10 18:05:00
376,2024-01-11,16751978.82,6747875.03,5981616.92,4327520.77,3241167.87,3521807.92,1666859.19,1255228.83,788921.91,2062582.67,878010.93,47223570.86,8.3892,2024-01-11 18:05:00
377,2024-01-12,16321789.45,6664889.48,5925825.98,4502216.92,3062706.45,3652450.8,1680249.47,1282164.16,851092.8,2318966.21,819911.35,47082263.07,8.4809,2024-01-12 18:05:00
378,2024-01-13,14574006.6,6367512.91,5490500.25,4399771.8,2887737.77,3347692.86,1855374.83,1217944.08,798574.16,1981431.54,696623.43,43617170.23,8.0692,2024-01-13 18:05:00
379,2024-01-14,17028548.22,6807451.0,5851551.89,4778372.24,3315945.8,3649135.36,1906021.61,1311887.42,893407.42,2327378.39,1089591.75,48959291.1,8.2675,2024-01-14 18:05:00
380,2024-01-15,14981578.3,6514672.97,5184575.85,3845279.31,3097542.65,3429638.0,1544168.4,1103133.91,755111.97,1900723.55,617844.61,42974269.52,8.1671,2024-01-15 18:05:00
381,2024-01-16,14721937.14,5659283.78,5225052.64,4438665.09,2997549.65,3329438.32,1604641.89,1181257.64,778071.14,1994231.91,790396.54,42720525.74,8.1369,2024-01-16 18:05:00
382,2024-01-17,16147155.24,5784142.18,5108837.55,4196935.81,2994094.96,3279555.12,1679327.95,1199493.04,714088.94,2014294.34,746007.87,43863933.0,8.1405,2024-01-17 18:05:00
383,2024-01-18,13735877.94,6186973.07,4693063.34,4177880.54,2935488.07,2940717.38,1537297.72,1146079.16,722414.38,1791724.0,860633.08,40728148.68,8.0782,2024-01-18 18:05:00
384,2024-01-19,16772825.0,6861204.02,5782930.68,4337249.71,3110372.93,3365070.45,1825781.43,1127905.56,800140.09,2082111.05,830137.5,46895728.42,8.6664,2024-01-19 18:05:00
385,2024-01-20,15991450.38,6560726.79,5598352.37,4426554.78,3247564.74,3242755.25,1899181.97,1200022.95,861474.96,2058311.53,819531.63,45905927.35,8.3314,2024-01-20 18:05:00
386,2024-01-21,15594108.92,6734415.31,5822160.63,4658686.87,3296101.07,3370026.54,1642467.93,1159098.18,863206.69,2207165.63,828446.89,46175884.66,8.3196,2024-01-21 18:05:00
387,2024-01-22,14875233.15,6403290.51,5616563.91,4289113.43,3115603.87,3413361.85,1726839.62,1215587.82,816236.37,1871859.89,630432.24,43974122.66,8.0846,2024-01-22 18:05:00
388,2024-01-23,16335948.1,6647255.46,5797311.41,4274101.49,3107296.41,3489156.58,1737757.27,1287888.49,909244.47,2076617.44,680758.93,46343336.05,8.6652,2024-01-23 18:05:00
389,2024-01-24,15003363.07,5973775.28,5369705.44,3804707.31,2894874.13,3190006.6,1600594.51,1144037.84,759997.0,2083795.72,700761.05,42525617.95,8.086,2024-01-24 18:05:00
390,2024-01-25,14753562.73,6264177.72,5094408.91,4461695.89,2769066.61,3164468.71,1714081.2,1086280.81,732735.74,1856704.51,802152.57,42699335.4,8.3693,2024-01-25 18:05:00
391,2024-01-26,14705123.51,6631034.91,5877649.34,4493363.09,2958307.19,3357575.8,1569446.58,1257260.5,790168.52,2165552.75,781067.94,44586550.13,8.4716,2024-01-26 18:05:00
392,2024-01-27,17236191.63,7420358.86,6121719.76,5086708.38,3198322.45,3766680.85,1606993.99,1306813.21,790549.57,2158332.97,800914.33,49493586.0,8.4888,2024-01-27 18:05:00
393,2024-01-28,16601303.58,7326455.33,5881195.73,4909133.59,3325338.75,3493578.07,1844666.86,1399719.76,775178.24,2121836.06,950171.07,48628577.04,8.6274,2024-01-28 18:05:00
394,2024-01-29,15779325.35,6678856.2,5721494.55,4653645.01,3107040.16,3487435.98,1737224.92,1373322.23,856212.25,2100680.25,568459.42,46063696.32,8.4179,2024-01-29 18:05:00
395,2024-01-30,15391119.48,6043429.36,5372645.09,4297244.41,3089312.61,3352447.91,1551956.55,1264656.51,724288.57,2172647.96,615359.08,43875107.53,8.1176,2024-01-30 18:05:00
396,2024-01-31,14733202.13,6667266.09,5326824.15,4378508.83,3042918.26,3181201.61,1489651.72,1186161.54,727076.05,1950549.19,487481.56,43170841.13,8.1999,2024-01-31 18:05:00
397,2024-02-01,14480193.78,5924839.47,5263392.65,4513604.66,2787247.94,3382834.12,1825102.07,1288922.55,766376.47,1851098.5,839568.08,42923180.29,8.0076,2024-02-01 18:05:00
398,2024-02-02,16250668.72,6940482.55,5916908.04,4720975.8,3089516.77,3553937.5,1869101.97,1303707.97,834195.48,2081617.61,792387.45,47353499.86,8.4556,2024-02-02 18:05:00
399,2024-02-03,16429576.43,6911949.17,6288069.02,5181930.14,3289926.65,3546322.06,1856728.74,1269911.57,921055.48,2312663.91,923615.42,48931748.59,8.414,2024-02-03 18:05:00
400,2024-02-04,16772611.0,6446918.95,5841845.7,4192652.79,3005800.82,3519677.96,1966678.79,1177583.94,822749.82,1996257.99,757229.98,46500007.74,8.45,2024-02-04 18:05:00
401,2024-02-05,16252655.73,6812759.49,6188040.71,4206274.15,3016080.22,3468306.87,1862821.72,1185823.61,785641.01,2211043.82,880985.27,46870432.6,8.8802,2024-02-05 18:05:00
402,2024-02-06,14638040.05,6402955.92,5849797.71,4545798.1,3274609.3,3360320.55,1860032.73,1188724.91,840943.24,2036734.36,730687.83,44728644.7,8.5455,2024-02-06 18:05:00
403,2024-02-07,16688436.05,6700138.7,6249373.68,4335513.11,2894220.48,3316587.53,1623643.74,1267230.25,858455.07,2101472.96,811810.42,46846881.99,8.8725,2024-02-07 18:05:00
404,2024-02-08,14182139.65,5853305.44,5422258.97,4487225.46,3167943.07,3241422.06,1490949.85,1033349.67,689096.91,1957656.32,733402.85,42258750.25,8.1267,2024-02-08 18:05:00
405,2024-02-09,16077663.01,6710135.67,6054896.67,4911342.5,3265434.59,3765712.89,1859723.33,1231221.48,857824.56,2100644.41,827377.24,47661976.35,8.4044,2024-02-09 18:05:00
406,2024-02-10,16754941.4,6645690.32,5864741.1,5032629.88,3423615.4,3451215.65,1864344.77,1301774.9,818179.33,2205739.47,983290.79,48346163.01,8.4815,2024-02-10 18:05:00
407,2024-02-11,15984623.58,7146956.91,6535010.25,5130453.27,3579256.44,3810168.95,2053933.56,1404885.02,858648.04,2206493.93,661274.8,49371704.75,8.7815,2024-02-11 18:05:00
408,2024-02-12,15482992.74,6551485.94,5590573.95,4314823.03,3231920.24,3364512.12,1580632.33,1232129.42,918886.87,2212347.66,764297.75,45244602.05,8.2903,2024-02-12 18:05:00
409,2024-02-13,13580243.81,6265119.01,4777898.03,3694604.05,3012697.86,3304615.59,1616585.27,1112512.56,736185.39,1801581.03,702933.56,40604976.16,8.2724,2024-02-13 18:05:00
410,2024-02-14,14381967.51,5975987.13,5642460.55,4409944.46,2723925.51,3277010.05,1696938.34,1044344.18,744384.46,1964827.01,712034.37,42573823.57,8.5691,2024-02-14 18:05:00
411,2024-02-15,13978561.41,5385615.13,4826702.01,3718767.23,2762677.47,3083685.23,1637242.7,1032957.32,734130.14,1800432.8,648292.49,39609063.93,7.8541,2024-02-15 18:05:00
